MeshCode,dB(sec),dL(sec),dH(m),lon_min,lat_min,lon_max,lat_max
36230600,-0.03842, 0.02632, 0.07196,123.75,24.0,123.7625,24.0083333333
36230605,-0.03798, 0.02641, 0.07093,123.8125,24.0,123.825,24.0083333333
36230555,-0.03891, 0.02596, 0.07147,123.6875,24.0416666665,123.7,24.0499999998
36230650,-0.03821, 0.02638, 0.07125,123.75,24.0416666665,123.7625,24.0499999998
36230655,-0.03766, 0.02656, 0.07032,123.8125,24.0416666665,123.825,24.0499999998
36230750,-0.03706, 0.02623, 0.06642,123.875,24.0416666665,123.8875,24.0499999998
36231600,-0.03807, 0.02625, 0.06965,123.75,24.0833333333,123.7625,24.0916666666
36231605,-0.03745, 0.02642, 0.06845,123.8125,24.0833333333,123.825,24.0916666666
36231650,-0.03800, 0.02592, 0.06719,123.75,24.1249999998,123.7625,24.1333333331
36231655,-0.03733, 0.02601, 0.06543,123.8125,24.1249999998,123.825,24.1333333331
36232700,-0.03689, 0.02546, 0.06125,123.875,24.1666666666,123.8875,24.1749999999
36232705,-0.03652, 0.02520, 0.05898,123.9375,24.1666666666,123.95,24.1749999999
36242000,-0.03594, 0.02493, 0.05573,124.0,24.1666666666,124.0125,24.1749999999
36242005,-0.03533, 0.02465, 0.05225,124.0625,24.1666666666,124.075,24.1749999999
36412305, 0.00461,-0.02563,-0.07132,141.4375,24.1666666666,141.45,24.1749999999
36412400, 0.00473,-0.02566,-0.07117,141.5,24.1666666666,141.5125,24.1749999999
36232555,-0.03883, 0.02493, 0.06404,123.6875,24.2083333331,123.7,24.2166666664
36232650,-0.03793, 0.02510, 0.06170,123.75,24.2083333331,123.7625,24.2166666664
36232655,-0.03726, 0.02516, 0.06007,123.8125,24.2083333331,123.825,24.2166666664
36232750,-0.03675, 0.02508, 0.05842,123.875,24.2083333331,123.8875,24.2166666664
36232755,-0.03645, 0.02488, 0.05683,123.9375,24.2083333331,123.95,24.2166666664
36242050,-0.03584, 0.02465, 0.05388,124.0,24.2083333331,124.0125,24.2166666664
36242055,-0.03520, 0.02441, 0.05058,124.0625,24.2083333331,124.075,24.2166666664
36412355, 0.00459,-0.02562,-0.07135,141.4375,24.2083333331,141.45,24.2166666664
36412450, 0.00472,-0.02566,-0.07119,141.5,24.2083333331,141.5125,24.2166666664
36233500,-0.03988, 0.02438, 0.06461,123.625,24.25,123.6375,24.2583333333
36233505,-0.03886, 0.02456, 0.06174,123.6875,24.25,123.7,24.2583333333
36233600,-0.03792, 0.02468, 0.05894,123.75,24.25,123.7625,24.2583333333
36233605,-0.03720, 0.02473, 0.05714,123.8125,24.25,123.825,24.2583333333
36233700,-0.03663, 0.02468, 0.05554,123.875,24.25,123.8875,24.2583333333
36233705,-0.03636, 0.02452, 0.05450,123.9375,24.25,123.95,24.2583333333
36243000,-0.03573, 0.02435, 0.05186,124.0,24.25,124.0125,24.2583333333
36243005,-0.03505, 0.02415, 0.04875,124.0625,24.25,124.075,24.2583333333
36243100,-0.03437, 0.02393, 0.04542,124.125,24.25,124.1375,24.2583333333
36413305, 0.00457,-0.02562,-0.07137,141.4375,24.25,141.45,24.2583333333
36413400, 0.00472,-0.02566,-0.07118,141.5,24.25,141.5125,24.2583333333
36233550,-0.03995, 0.02405, 0.06284,123.625,24.2916666665,123.6375,24.2999999998
36233555,-0.03890, 0.02418, 0.05948,123.6875,24.2916666665,123.7,24.2999999998
36233650,-0.03791, 0.02426, 0.05624,123.75,24.2916666665,123.7625,24.2999999998
36233655,-0.03715, 0.02429, 0.05424,123.8125,24.2916666665,123.825,24.2999999998
36233750,-0.03652, 0.02427, 0.05271,123.875,24.2916666665,123.8875,24.2999999998
36233755,-0.03627, 0.02416, 0.05213,123.9375,24.2916666665,123.95,24.2999999998
36243050,-0.03561, 0.02403, 0.04980,124.0,24.2916666665,124.0125,24.2999999998
36243055,-0.03489, 0.02387, 0.04689,124.0625,24.2916666665,124.075,24.2999999998
36243150,-0.03417, 0.02370, 0.04362,124.125,24.2916666665,124.1375,24.2999999998
36243155,-0.03353, 0.02347, 0.04051,124.1875,24.2916666665,124.2,24.2999999998
36243250,-0.03307, 0.02319, 0.03797,124.25,24.2916666665,124.2625,24.2999999998
36413355, 0.00457,-0.02562,-0.07138,141.4375,24.2916666665,141.45,24.2999999998
36234500,-0.04002, 0.02374, 0.06116,123.625,24.3333333333,123.6375,24.3416666666
36234505,-0.03894, 0.02382, 0.05734,123.6875,24.3333333333,123.7,24.3416666666
36234600,-0.03786, 0.02383, 0.05320,123.75,24.3333333333,123.7625,24.3416666666
36234605,-0.03712, 0.02386, 0.05137,123.8125,24.3333333333,123.825,24.3416666666
36234700,-0.03643, 0.02387, 0.05001,123.875,24.3333333333,123.8875,24.3416666666
36234705,-0.03617, 0.02380, 0.04983,123.9375,24.3333333333,123.95,24.3416666666
36244000,-0.03548, 0.02371, 0.04780,124.0,24.3333333333,124.0125,24.3416666666
36244005,-0.03474, 0.02359, 0.04515,124.0625,24.3333333333,124.075,24.3416666666
36244100,-0.03398, 0.02344, 0.04198,124.125,24.3333333333,124.1375,24.3416666666
36244105,-0.03329, 0.02325, 0.03885,124.1875,24.3333333333,124.2,24.3416666666
36244200,-0.03287, 0.02295, 0.03678,124.25,24.3333333333,124.2625,24.3416666666
36244205,-0.03249, 0.02268, 0.03428,124.3125,24.3333333333,124.325,24.3416666666
36224755,-0.05133, 0.02141, 0.09348,122.9375,24.3749999998,122.95,24.3833333331
36234050,-0.05087, 0.02148, 0.09205,123.0,24.3749999998,123.0125,24.3833333331
36234555,-0.03899, 0.02347, 0.05545,123.6875,24.3749999998,123.7,24.3833333331
36234650,-0.03787, 0.02342, 0.05068,123.75,24.3749999998,123.7625,24.3833333331
36234655,-0.03709, 0.02343, 0.04858,123.8125,24.3749999998,123.825,24.3833333331
36234750,-0.03638, 0.02349, 0.04758,123.875,24.3749999998,123.8875,24.3833333331
36234755,-0.03574, 0.02349, 0.04657,123.9375,24.3749999998,123.95,24.3833333331
