MeshCode,dB(sec),dL(sec),dH(m),lon_min,lat_min,lon_max,lat_max
36230600,-0.03360, 0.02330, 0.06509,123.75,24.0,123.7625,24.0083333333
36230605,-0.03324, 0.02337, 0.06416,123.8125,24.0,123.825,24.0083333333
36230555,-0.03402, 0.02301, 0.06439,123.6875,24.0416666665,123.7,24.0499999998
36230650,-0.03344, 0.02335, 0.06449,123.75,24.0416666665,123.7625,24.0499999998
36230655,-0.03299, 0.02348, 0.06373,123.8125,24.0416666665,123.825,24.0499999998
36230750,-0.03252, 0.02318, 0.05984,123.875,24.0416666665,123.8875,24.0499999998
36231600,-0.03335, 0.02322, 0.06291,123.75,24.0833333333,123.7625,24.0916666666
36231605,-0.03284, 0.02335, 0.06191,123.8125,24.0833333333,123.825,24.0916666666
36231650,-0.03332, 0.02294, 0.06040,123.75,24.1249999998,123.7625,24.1333333331
36231655,-0.03278, 0.02300, 0.05881,123.8125,24.1249999998,123.825,24.1333333331
36232700,-0.03246, 0.02251, 0.05428,123.875,24.1666666666,123.8875,24.1749999999
36232705,-0.03216, 0.02229, 0.05186,123.9375,24.1666666666,123.95,24.1749999999
36242000,-0.03169, 0.02205, 0.04864,124.0,24.1666666666,124.0125,24.1749999999
36242005,-0.03119, 0.02180, 0.04528,124.0625,24.1666666666,124.075,24.1749999999
36412305,-0.01537,-0.03216, 0.97021,141.4375,24.1666666666,141.45,24.1749999999
36412400,-0.01388,-0.03209, 1.02239,141.5,24.1666666666,141.5125,24.1749999999
36232555,-0.03405, 0.02212, 0.05677,123.6875,24.2083333331,123.7,24.2166666664
36232650,-0.03333, 0.02224, 0.05474,123.75,24.2083333331,123.7625,24.2166666664
36232655,-0.03279, 0.02226, 0.05314,123.8125,24.2083333331,123.825,24.2166666664
36232750,-0.03237, 0.02218, 0.05138,123.875,24.2083333331,123.8875,24.2166666664
36232755,-0.03212, 0.02200, 0.04958,123.9375,24.2083333331,123.95,24.2166666664
36242050,-0.03163, 0.02181, 0.04666,124.0,24.2083333331,124.0125,24.2166666664
36242055,-0.03110, 0.02159, 0.04347,124.0625,24.2083333331,124.075,24.2166666664
36412355,-0.01567,-0.03217, 0.95963,141.4375,24.2083333331,141.45,24.2166666664
36412450,-0.01399,-0.03210, 1.01859,141.5,24.2083333331,141.5125,24.2166666664
36233500,-0.03491, 0.02168, 0.05685,123.625,24.25,123.6375,24.2583333333
36233505,-0.03410, 0.02180, 0.05438,123.6875,24.25,123.7,24.2583333333
36233600,-0.03335, 0.02187, 0.05190,123.75,24.25,123.7625,24.2583333333
36233605,-0.03277, 0.02189, 0.05014,123.8125,24.25,123.825,24.2583333333
36233700,-0.03230, 0.02183, 0.04844,123.875,24.25,123.8875,24.2583333333
36233705,-0.03207, 0.02170, 0.04716,123.9375,24.25,123.95,24.2583333333
36243000,-0.03155, 0.02154, 0.04454,124.0,24.25,124.0125,24.2583333333
36243005,-0.03099, 0.02136, 0.04153,124.0625,24.25,124.075,24.2583333333
36243100,-0.03043, 0.02117, 0.03841,124.125,24.25,124.1375,24.2583333333
36413305,-0.01586,-0.03218, 0.95276,141.4375,24.25,141.45,24.2583333333
36413400,-0.01398,-0.03210, 1.01916,141.5,24.25,141.5125,24.2583333333
36233550,-0.03499, 0.02141, 0.05499,123.625,24.2916666665,123.6375,24.2999999998
