MeshCode,dB(sec),dL(sec),dH(m),lon_min,lat_min,lon_max,lat_max
36230600,-0.04052, 0.02911, 0.08086,123.75,24.0,123.7625,24.0083333333
36230605,-0.04008, 0.02919, 0.07875,123.8125,24.0,123.825,24.0083333333
36230555,-0.04103, 0.02876, 0.08158,123.6875,24.0416666665,123.7,24.0499999998
36230650,-0.04035, 0.02917, 0.07959,123.75,24.0416666665,123.7625,24.0499999998
36230655,-0.03980, 0.02933, 0.07735,123.8125,24.0416666665,123.825,24.0499999998
36230750,-0.03919, 0.02895, 0.07233,123.875,24.0416666665,123.8875,24.0499999998
36231600,-0.04024, 0.02901, 0.07769,123.75,24.0833333333,123.7625,24.0916666666
36231605,-0.03962, 0.02916, 0.07505,123.8125,24.0833333333,123.825,24.0916666666
36231650,-0.04020, 0.02866, 0.07520,123.75,24.1249999998,123.7625,24.1333333331
36231655,-0.03954, 0.02873, 0.07194,123.8125,24.1249999998,123.825,24.1333333331
36232700,-0.03911, 0.02812, 0.06676,123.875,24.1666666666,123.8875,24.1749999999
36232705,-0.03870, 0.02784, 0.06373,123.9375,24.1666666666,123.95,24.1749999999
36242000,-0.03806, 0.02753, 0.05950,124.0,24.1666666666,124.0125,24.1749999999
36242005,-0.03739, 0.02721, 0.05515,124.0625,24.1666666666,124.075,24.1749999999
36412305,-0.00281,-0.03355, 0.38923,141.4375,24.1666666666,141.45,24.1749999999
36412400,-0.00185,-0.03365, 0.41528,141.5,24.1666666666,141.5125,24.1749999999
36232555,-0.04107, 0.02765, 0.07423,123.6875,24.2083333331,123.7,24.2166666664
36232650,-0.04020, 0.02778, 0.06990,123.75,24.2083333331,123.7625,24.2166666664
36232655,-0.03953, 0.02781, 0.06667,123.8125,24.2083333331,123.825,24.2166666664
36232750,-0.03900, 0.02771, 0.06382,123.875,24.2083333331,123.8875,24.2166666664
36232755,-0.03864, 0.02749, 0.06152,123.9375,24.2083333331,123.95,24.2166666664
36242050,-0.03797, 0.02723, 0.05750,124.0,24.2083333331,124.0125,24.2166666664
36242055,-0.03726, 0.02696, 0.05319,124.0625,24.2083333331,124.075,24.2166666664
36412355,-0.00301,-0.03353, 0.38395,141.4375,24.2083333331,141.45,24.2166666664
36412450,-0.00192,-0.03364, 0.41338,141.5,24.2083333331,141.5125,24.2166666664
36233500,-0.04209, 0.02711, 0.07726,123.625,24.25,123.6375,24.2583333333
36233505,-0.04113, 0.02725, 0.07216,123.6875,24.25,123.7,24.2583333333
36233600,-0.04022, 0.02733, 0.06733,123.75,24.25,123.7625,24.2583333333
