MeshCode,dB(sec),dL(sec),dH(m),lon_min,lat_min,lon_max,lat_max
36230600,-0.02711, 0.01896, 0.06764,123.75,24.0,123.7625,24.0083333333
36230605,-0.02681, 0.01902, 0.06531,123.8125,24.0,123.825,24.0083333333
36230555,-0.02747, 0.01871, 0.06795,123.6875,24.0416666665,123.7,24.0499999998
36230650,-0.02697, 0.01899, 0.06724,123.75,24.0416666665,123.7625,24.0499999998
36230655,-0.02660, 0.01911, 0.06511,123.8125,24.0416666665,123.825,24.0499999998
36230750,-0.02621, 0.01886, 0.05892,123.875,24.0416666665,123.8875,24.0499999998
36231600,-0.02690, 0.01889, 0.06567,123.75,24.0833333333,123.7625,24.0916666666
36231605,-0.02647, 0.01899, 0.06320,123.8125,24.0833333333,123.825,24.0916666666
36231650,-0.02688, 0.01864, 0.06299,123.75,24.1249999998,123.7625,24.1333333331
36231655,-0.02643, 0.01869, 0.05973,123.8125,24.1249999998,123.825,24.1333333331
36232700,-0.02618, 0.01828, 0.05251,123.875,24.1666666666,123.8875,24.1749999999
36232705,-0.02593, 0.01810, 0.04725,123.9375,24.1666666666,123.95,24.1749999999
36242000,-0.02554, 0.01790, 0.04117,124.0,24.1666666666,124.0125,24.1749999999
36242005,-0.02513, 0.01769, 0.03522,124.0625,24.1666666666,124.075,24.1749999999
36412305,-0.02833,-0.01627, 0.07580,141.4375,24.1666666666,141.45,24.1749999999
36412400,-0.02833,-0.01627, 0.07580,141.5,24.1666666666,141.5125,24.1749999999
36232555,-0.02752, 0.01794, 0.06047,123.6875,24.2083333331,123.7,24.2166666664
36232650,-0.02691, 0.01803, 0.05723,123.75,24.2083333331,123.7625,24.2166666664
36232655,-0.02646, 0.01806, 0.05378,123.8125,24.2083333331,123.825,24.2166666664
36232750,-0.02611, 0.01799, 0.04952,123.875,24.2083333331,123.8875,24.2166666664
36232755,-0.02591, 0.01785, 0.04473,123.9375,24.2083333331,123.95,24.2166666664
36242050,-0.02549, 0.01769, 0.03870,124.0,24.2083333331,124.0125,24.2166666664
36242055,-0.02505, 0.01751, 0.03257,124.0625,24.2083333331,124.075,24.2166666664
36412355,-0.02833,-0.01627, 0.07580,141.4375,24.2083333331,141.45,24.2166666664
36412450,-0.02833,-0.01627, 0.07580,141.5,24.2083333331,141.5125,24.2166666664
36233500,-0.02826, 0.01756, 0.06146,123.625,24.25,123.6375,24.2583333333
36233505,-0.02757, 0.01766, 0.05828,123.6875,24.25,123.7,24.2583333333
36233600,-0.02693, 0.01771, 0.05460,123.75,24.25,123.7625,24.2583333333
36233605,-0.02645, 0.01773, 0.05096,123.8125,24.25,123.825,24.2583333333
36233700,-0.02606, 0.01769, 0.04671,123.875,24.25,123.8875,24.2583333333
36233705,-0.02587, 0.01758, 0.04229,123.9375,24.25,123.95,24.2583333333
36243000,-0.02544, 0.01746, 0.03633,124.0,24.25,124.0125,24.2583333333
36243005,-0.02497, 0.01731, 0.02999,124.0625,24.25,124.075,24.2583333333
36243100,-0.02450, 0.01715, 0.02410,124.125,24.25,124.1375,24.2583333333
36413305,-0.02833,-0.01627, 0.07580,141.4375,24.25,141.45,24.2583333333
36413400,-0.02833,-0.01627, 0.07580,141.5,24.25,141.5125,24.2583333333
36233550,-0.02833, 0.01733, 0.05979,123.625,24.2916666665,123.6375,24.2999999998
36233555,-0.02763, 0.01738, 0.05622,123.6875,24.2916666665,123.7,24.2999999998
36233650,-0.02697, 0.01740, 0.05221,123.75,24.2916666665,123.7625,24.2999999998
36233655,-0.02645, 0.01740, 0.04841,123.8125,24.2916666665,123.825,24.2999999998
36233750,-0.02601, 0.01738, 0.04421,123.875,24.2916666665,123.8875,24.2999999998
36233755,-0.02583, 0.01731, 0.04012,123.9375,24.2916666665,123.95,24.2999999998
36243050,-0.02537, 0.01722, 0.03429,124.0,24.2916666665,124.0125,24.2999999998
36243055,-0.02487, 0.01710, 0.02781,124.0625,24.2916666665,124.075,24.2999999998
36243150,-0.02437, 0.01697, 0.02124,124.125,24.2916666665,124.1375,24.2999999998
36243155,-0.02392, 0.01680, 0.01719,124.1875,24.2916666665,124.2,24.2999999998
36243250,-0.02357, 0.01656, 0.01773,124.25,24.2916666665,124.2625,24.2999999998
36413355,-0.02833,-0.01627, 0.07580,141.4375,24.2916666665,141.45,24.2999999998
36234500,-0.02840, 0.01709, 0.05825,123.625,24.3333333333,123.6375,24.3416666666
36234505,-0.02768, 0.01710, 0.05438,123.6875,24.3333333333,123.7,24.3416666666
36234600,-0.02696, 0.01707, 0.04975,123.75,24.3333333333,123.7625,24.3416666666
36234605,-0.02646, 0.01707, 0.04617,123.8125,24.3333333333,123.825,24.3416666666
36234700,-0.02598, 0.01707, 0.04211,123.875,24.3333333333,123.8875,24.3416666666
36234705,-0.02579, 0.01703, 0.03836,123.9375,24.3333333333,123.95,24.3416666666
36244000,-0.02530, 0.01697, 0.03281,124.0,24.3333333333,124.0125,24.3416666666
36244005,-0.02478, 0.01688, 0.02649,124.0625,24.3333333333,124.075,24.3416666666
36244100,-0.02425, 0.01677, 0.01950,124.125,24.3333333333,124.1375,24.3416666666
36244105,-0.02376, 0.01663, 0.01456,124.1875,24.3333333333,124.2,24.3416666666
36244200,-0.02343, 0.01636, 0.01728,124.25,24.3333333333,124.2625,24.3416666666
36244205,-0.02312, 0.01613, 0.01900,124.3125,24.3333333333,124.325,24.3416666666
36224755,-0.03597, 0.01596, 0.07947,122.9375,24.3749999998,122.95,24.3833333331
36234050,-0.03567, 0.01599, 0.07841,123.0,24.3749999998,123.0125,24.3833333331
36234555,-0.02774, 0.01685, 0.05280,123.6875,24.3749999998,123.7,24.3833333331
36234650,-0.02700, 0.01677, 0.04789,123.75,24.3749999998,123.7625,24.3833333331
36234655,-0.02647, 0.01674, 0.04425,123.8125,24.3749999998,123.825,24.3833333331
36234750,-0.02596, 0.01678, 0.04047,123.875,24.3749999998,123.8875,24.3833333331
36234755,-0.02550, 0.01678, 0.03623,123.9375,24.3749999998,123.95,24.3833333331
36244050,-0.02523, 0.01672, 0.03199,124.0,24.3749999998,124.0125,24.3833333331
36244055,-0.02469, 0.01665, 0.02630,124.0625,24.3749999998,124.075,24.3833333331
36244150,-0.02416, 0.01654, 0.02036,124.125,24.3749999998,124.1375,24.3833333331
36244155,-0.02367, 0.01638, 0.01694,124.1875,24.3749999998,124.2,24.3833333331
36244250,-0.02330, 0.01614, 0.01867,124.25,24.3749999998,124.2625,24.3833333331
36244255,-0.02302, 0.01593, 0.02028,124.3125,24.3749999998,124.325,24.3833333331
36225700,-0.03608, 0.01596, 0.07996,122.875,24.4166666666,122.8875,24.4249999999
36225705,-0.03635, 0.01588, 0.08039,122.9375,24.4166666666,122.95,24.4249999999
36235000,-0.03594, 0.01592, 0.07899,123.0,24.4166666666,123.0125,24.4249999999
36235005,-0.03525, 0.01601, 0.07681,123.0625,24.4166666666,123.075,24.4249999999
36235505,-0.02780, 0.01662, 0.05155,123.6875,24.4166666666,123.7,24.4249999999
36235600,-0.02703, 0.01650, 0.04638,123.75,24.4166666666,123.7625,24.4249999999
36235605,-0.02649, 0.01644, 0.04271,123.8125,24.4166666666,123.825,24.4249999999
36235700,-0.02596, 0.01652, 0.03937,123.875,24.4166666666,123.8875,24.4249999999
36235705,-0.02548, 0.01654, 0.03556,123.9375,24.4166666666,123.95,24.4249999999
36245000,-0.02514, 0.01649, 0.03179,124.0,24.4166666666,124.0125,24.4249999999
36245005,-0.02461, 0.01642, 0.02706,124.0625,24.4166666666,124.075,24.4249999999
36245100,-0.02408, 0.01630, 0.02274,124.125,24.4166666666,124.1375,24.4249999999
36245105,-0.02360, 0.01612, 0.02068,124.1875,24.4166666666,124.2,24.4249999999
36245200,-0.02319, 0.01590, 0.02152,124.25,24.4166666666,124.2625,24.4249999999
36245205,-0.02291, 0.01572, 0.02257,124.3125,24.4166666666,124.325,24.4249999999
