lon,lat,mag,mesh_code
141.1875,42.7917,9.5,644111
141.0625,42.7917,9.83,644110
141.9375,42.7083,10,644107
141.8125,42.7083,9.83,644106
141.6875,42.7083,9.5,644105
141.5625,42.7083,9.17,644104
141.4375,42.7083,9,644103
141.3125,42.7083,9.17,644102
141.1875,42.7083,9.33,644101
141.0625,42.7083,9.67,644100
140.6875,43.2917,10,644075
140.5625,43.2917,10,644074
140.4375,43.2917,10,644073
140.3125,43.2917,9.83,644072
140.9375,43.2083,10,644067
140.8125,43.2083,9.83,644066
140.6875,43.2083,10,644065
140.5625,43.2083,10,644064
140.4375,43.2083,10,644063
140.3125,43.2083,10,644062
140.9375,43.125,9.83,644057
140.8125,43.125,9.83,644056
140.6875,43.125,10,644055
140.5625,43.125,10.17,644054
140.4375,43.125,10.17,644053
140.9375,43.0417,9.83,644047
140.8125,43.0417,9.67,644046
140.6875,43.0417,10,644045
140.5625,43.0417,10.33,644044
140.4375,43.0417,10.5,644043
140.9375,42.9583,9.83,644037
140.8125,42.9583,9.83,644036
140.6875,42.9583,10,644035
140.5625,42.9583,10.5,644034
140.4375,42.9583,10.5,644033
140.9375,42.875,10,644027
140.8125,42.875,10,644026
140.6875,42.875,10.17,644025
140.5625,42.875,10.5,644024
140.4375,42.875,10.33,644023
140.3125,42.875,10.17,644022
140.9375,42.7917,10,644017
140.8125,42.7917,10,644016
140.6875,42.7917,10.17,644015
140.5625,42.7917,10.17,644014
140.4375,42.7917,10,644013
140.3125,42.7917,9.83,644012
140.1875,42.7917,9.83,644011
140.9375,42.7083,9.83,644007
140.8125,42.7083,9.83,644006
140.6875,42.7083,9.5,644005
140.5625,42.7083,9.33,644004
140.4375,42.7083,9.17,644003
140.3125,42.7083,9.33,644002
140.1875,42.7083,9.67,644001
140.0625,42.7083,9.83,644000
139.9375,42.7083,10,643907
139.8125,42.7083,10,643906
143.6875,42.625,8.83,634375
143.5625,42.625,8.83,634374
143.4375,42.625,9,634373
143.3125,42.625,9.17,634372
143.1875,42.625,9.17,634371
143.0625,42.625,9.33,634370
143.5625,42.5417,9,634364
143.4375,42.5417,9,634363
143.3125,42.5417,9,634362
143.1875,42.5417,9,634361
143.0625,42.5417,9.17,634360
143.4375,42.4583,9,634353
143.3125,42.4583,9,634352
143.1875,42.4583,9.17,634351
143.0625,42.4583,9.17,634350
143.4375,42.375,9,634343
143.3125,42.375,9.17,634342
143.1875,42.375,9.17,634341
143.0625,42.375,9.33,634340
143.3125,42.2917,9.17,634332
143.1875,42.2917,9.17,634331
143.0625,42.2917,9.33,634330
143.3125,42.2083,9,634322
143.1875,42.2083,9.17,634321
143.0625,42.2083,9.17,634320
143.3125,42.125,9,634312
143.1875,42.125,9.17,634311
143.0625,42.125,9.17,634310
143.3125,42.0417,9.17,634302
143.1875,42.0417,9.17,634301
143.0625,42.0417,9.17,634300
142.9375,42.625,9.33,634277
142.8125,42.625,9.33,634276
142.6875,42.625,9.33,634275
142.5625,42.625,9.33,634274
142.4375,42.625,9.33,634273
142.3125,42.625,9.33,634272
142.1875,42.625,9.33,634271
142.0625,42.625,9.67,634270
142.9375,42.5417,9.33,634267
142.8125,42.5417,9.33,634266
142.6875,42.5417,9.33,634265
142.5625,42.5417,9.17,634264
142.4375,42.5417,9.33,634263
142.3125,42.5417,9.5,634262
142.1875,42.5417,9.5,634261
142.0625,42.5417,9.5,634260
142.9375,42.4583,9.33,634257
142.8125,42.4583,9.33,634256
142.6875,42.4583,9.33,634255
142.5625,42.4583,9.17,634254
142.4375,42.4583,9.17,634253
142.3125,42.4583,9.5,634252
142.1875,42.4583,9.5,634251
142.0625,42.4583,9.5,634250
142.9375,42.375,9.33,634247
142.8125,42.375,9.5,634246
142.6875,42.375,9.5,634245
142.5625,42.375,9.33,634244
142.4375,42.375,9.17,634243
142.3125,42.375,9.33,634242
142.1875,42.375,9.5,634241
142.9375,42.2917,9.33,634237
142.8125,42.2917,9.67,634236
142.6875,42.2917,9.83,634235
142.5625,42.2917,9.67,634234
142.4375,42.2917,9.5,634233
142.3125,42.2917,9.5,634232
142.9375,42.2083,9.33,634227
142.8125,42.2083,9.67,634226
142.6875,42.2083,9.83,634225
142.5625,42.2083,9.83,634224
142.9375,42.125,9.33,634217
142.8125,42.125,9.5,634216
141.9375,42.625,10,634177
141.8125,42.625,9.83,634176
141.6875,42.625,9.5,634175
141.5625,42.625,9.17,634174
141.4375,42.625,9,634173
141.3125,42.625,9,634172
141.1875,42.625,9.17,634171
141.0625,42.625,9.5,634170
141.9375,42.5417,9.67,634167
141.8125,42.5417,9.67,634166
141.4375,42.5417,9.17,634163
141.3125,42.5417,9,634162
141.1875,42.5417,9.17,634161
141.0625,42.5417,9.5,634160
141.3125,42.4583,9,634152
141.1875,42.4583,9,634151
141.0625,42.4583,9.5,634150
141.0625,42.375,9.33,634140
141.0625,42.2917,9.33,634130
140.9375,42.625,9.83,634077
140.8125,42.625,9.5,634076
140.6875,42.625,8.83,634075
140.5625,42.625,8.5,634074
140.4375,42.625,8.67,634073
140.3125,42.625,9.17,634072
140.1875,42.625,9.5,634071
140.0625,42.625,9.83,634070
140.9375,42.5417,10,634067
140.8125,42.5417,9.5,634066
140.6875,42.5417,8.67,634065
140.5625,42.5417,8.33,634064
140.4375,42.5417,8.83,634063
140.3125,42.5417,9.5,634062
140.1875,42.5417,9.83,634061
140.0625,42.5417,10,634060
140.9375,42.4583,9.83,634057
140.8125,42.4583,9.67,634056
140.3125,42.4583,10,634052
140.1875,42.4583,10.33,634051
140.0625,42.4583,10.17,634050
140.9375,42.375,9.67,634047
140.3125,42.375,10.33,634042
140.1875,42.375,10.5,634041
140.0625,42.375,10,634040
140.9375,42.2917,9.33,634037
140.3125,42.2917,10.17,634032
140.1875,42.2917,10.33,634031
140.0625,42.2917,10,634030
140.4375,42.2083,9.5,634023
140.3125,42.2083,9.83,634022
140.1875,42.2083,10,634021
140.0625,42.2083,10,634020
140.8125,42.125,9.17,634016
140.6875,42.125,9,634015
140.5625,42.125,9,634014
140.4375,42.125,9.17,634013
140.3125,42.125,9.5,634012
140.1875,42.125,9.5,634011
140.0625,42.125,10,634010
140.9375,42.0417,9,634007
140.8125,42.0417,9,634006
140.6875,42.0417,9,634005
140.5625,42.0417,8.83,634004
140.4375,42.0417,9.17,634003
140.3125,42.0417,9.5,634002
140.1875,42.0417,9.67,634001
140.0625,42.0417,9.83,634000
139.9375,42.625,10,633977
139.8125,42.625,10,633976
139.9375,42.5417,10,633967
139.8125,42.5417,9.83,633966
139.9375,42.4583,9.83,633957
139.8125,42.4583,9.83,633956
139.9375,42.375,9.67,633947
139.8125,42.375,9.67,633946
139.9375,42.2917,9.67,633937
139.8125,42.2917,9.83,633936
139.5625,42.2917,10,633934
139.9375,42.2083,10.33,633927
139.8125,42.2083,10.33,633926
139.5625,42.2083,10.17,633924
139.4375,42.2083,10.17,633923
139.9375,42.125,10.5,633917
139.5625,42.125,10.17,633914
139.4375,42.125,10.17,633913
139.4375,42.0417,10.17,633903
143.3125,41.9583,9.17,624372
143.1875,41.9583,9.33,624371
143.3125,41.875,9.17,624362
141.1875,41.875,9.33,624161
141.0625,41.875,9.67,624160
141.1875,41.7917,9.17,624151
141.0625,41.7917,9.5,624150
141.0625,41.7083,9.33,624140
141.4375,41.4583,9,624113
141.1875,41.4583,9.5,624111
141.0625,41.4583,9.83,624110
141.4375,41.375,8.83,624103
141.3125,41.375,9.17,624102
141.1875,41.375,9.67,624101
141.0625,41.375,9.83,624100
140.9375,41.9583,9.17,624077
140.8125,41.9583,9,624076
140.6875,41.9583,9,624075
140.5625,41.9583,9,624074
140.4375,41.9583,9.17,624073
140.3125,41.9583,9.5,624072
140.1875,41.9583,9.83,624071
140.0625,41.9583,10,624070
140.9375,41.875,9.5,624067
140.8125,41.875,9.17,624066
140.6875,41.875,9.17,624065
140.5625,41.875,9,624064
140.4375,41.875,9.17,624063
140.3125,41.875,9.5,624062
140.1875,41.875,9.83,624061
140.0625,41.875,10,624060
140.9375,41.7917,9.5,624057
140.8125,41.7917,9.5,624056
140.6875,41.7917,9.33,624055
140.5625,41.7917,9.17,624054
140.4375,41.7917,9,624053
140.3125,41.7917,9.33,624052
140.1875,41.7917,9.83,624051
140.0625,41.7917,10,624050
140.9375,41.7083,9.5,624047
140.6875,41.7083,9.5,624045
140.5625,41.7083,9.33,624044
140.4375,41.7083,9.17,624043
140.3125,41.7083,9.33,624042
140.1875,41.7083,9.67,624041
140.0625,41.7083,10,624040
140.4375,41.625,9.83,624033
140.3125,41.625,9.67,624032
140.1875,41.625,9.67,624031
140.0625,41.625,9.83,624030
140.9375,41.5417,9.67,624027
140.4375,41.5417,10.17,624023
140.3125,41.5417,9.83,624022
140.1875,41.5417,9.5,624021
140.0625,41.5417,9.67,624020
140.9375,41.4583,9.67,624017
140.8125,41.4583,9.67,624016
140.3125,41.4583,9.67,624012
140.1875,41.4583,9.17,624011
140.0625,41.4583,9.33,624010
140.9375,41.375,9.67,624007
140.8125,41.375,9.5,624006
140.3125,41.375,9.33,624002
140.1875,41.375,9.17,624001
140.0625,41.375,9.17,624000
139.9375,41.625,10,623937
139.9375,41.5417,9.83,623927
139.4375,41.5417,9.83,623923
139.3125,41.5417,9.83,623922
139.3125,41.4583,9.83,623912
139.8125,41.375,9.5,623906
141.4375,41.2917,8.83,614173
141.3125,41.2917,9.17,614172
141.1875,41.2917,9.5,614171
141.0625,41.2917,9.67,614170
141.4375,41.2083,8.67,614163
141.3125,41.2083,9,614162
141.1875,41.2083,9.33,614161
141.0625,41.2083,9.5,614160
141.4375,41.125,8.5,614153
141.3125,41.125,8.83,614152
141.1875,41.125,9.17,614151
141.4375,41.0417,8.33,614143
141.3125,41.0417,8.83,614142
141.1875,41.0417,9.33,614141
141.4375,40.9583,8.17,614133
141.3125,40.9583,8.83,614132
141.1875,40.9583,9.33,614131
141.0625,40.9583,9.33,614130
141.4375,40.875,8.17,614123
141.3125,40.875,8.83,614122
141.1875,40.875,9.33,614121
141.0625,40.875,9.33,614120
141.4375,40.7917,8,614113
141.3125,40.7917,8.5,614112
141.1875,40.7917,9.17,614111
141.0625,40.7917,9.33,614110
141.4375,40.7083,7.83,614103
141.3125,40.7083,8.5,614102
141.1875,40.7083,9,614101
141.0625,40.7083,9.17,614100
140.9375,41.2917,9.67,614077
140.8125,41.2917,9.5,614076
140.3125,41.2917,9.33,614072
140.9375,41.2083,9.5,614067
140.8125,41.2083,9.33,614066
140.6875,41.2083,9.17,614065
140.5625,41.2083,9.33,614064
140.4375,41.2083,9.33,614063
140.3125,41.2083,9.33,614062
140.9375,41.125,9.33,614057
140.8125,41.125,9,614056
140.6875,41.125,9,614055
140.5625,41.125,9.17,614054
140.4375,41.125,9.33,614053
140.3125,41.125,9.33,614052
140.1875,41.125,9.33,614051
140.9375,41.0417,9.17,614047
140.8125,41.0417,8.83,614046
140.6875,41.0417,8.83,614045
140.5625,41.0417,9,614044
140.4375,41.0417,9.33,614043
140.3125,41.0417,9.33,614042
140.9375,40.9583,9,614037
140.8125,40.9583,8.83,614036
140.6875,40.9583,8.83,614035
140.5625,40.9583,9,614034
140.4375,40.9583,9.33,614033
140.3125,40.9583,9.5,614032
140.9375,40.875,9,614027
140.8125,40.875,8.67,614026
140.6875,40.875,8.83,614025
140.5625,40.875,9,614024
140.4375,40.875,9.33,614023
140.3125,40.875,9.5,614022
140.9375,40.7917,9,614017
140.8125,40.7917,8.67,614016
140.6875,40.7917,8.67,614015
140.5625,40.7917,8.83,614014
140.4375,40.7917,9.17,614013
140.3125,40.7917,9.33,614012
140.1875,40.7917,9.17,614011
140.0625,40.7917,9.17,614010
140.9375,40.7083,8.83,614007
140.8125,40.7083,8.5,614006
140.6875,40.7083,8.5,614005
140.5625,40.7083,8.67,614004
140.4375,40.7083,9,614003
140.3125,40.7083,9.17,614002
140.1875,40.7083,9.17,614001
140.0625,40.7083,9.17,614000
139.9375,40.7083,9.5,613907
141.4375,40.625,8,604173
141.3125,40.625,8.5,604172
141.1875,40.625,9,604171
141.0625,40.625,9,604170
141.5625,40.5417,8.17,604164
141.4375,40.5417,8.33,604163
141.3125,40.5417,8.67,604162
141.1875,40.5417,9,604161
141.0625,40.5417,8.83,604160
141.6875,40.4583,8.17,604155
141.5625,40.4583,8.33,604154
141.4375,40.4583,8.5,604153
141.3125,40.4583,8.67,604152
141.1875,40.4583,8.83,604151
141.0625,40.4583,8.83,604150
141.8125,40.375,8.17,604146
141.6875,40.375,8.17,604145
141.5625,40.375,8.17,604144
141.4375,40.375,8.33,604143
141.3125,40.375,8.67,604142
141.1875,40.375,8.83,604141
141.0625,40.375,8.83,604140
141.8125,40.2917,8.33,604136
141.6875,40.2917,8.17,604135
141.5625,40.2917,8,604134
141.4375,40.2917,8.17,604133
141.3125,40.2917,8.67,604132
141.1875,40.2917,8.83,604131
141.0625,40.2917,8.83,604130
141.8125,40.2083,8.67,604126
141.6875,40.2083,8.33,604125
141.5625,40.2083,8,604124
141.4375,40.2083,8.17,604123
141.3125,40.2083,8.67,604122
141.1875,40.2083,8.83,604121
141.0625,40.2083,8.83,604120
141.9375,40.125,9,604117
141.8125,40.125,9,604116
141.6875,40.125,8.67,604115
141.5625,40.125,8.17,604114
141.4375,40.125,8.33,604113
141.3125,40.125,8.67,604112
141.1875,40.125,9,604111
141.0625,40.125,8.83,604110
141.9375,40.0417,9,604107
141.8125,40.0417,9,604106
141.6875,40.0417,8.67,604105
141.5625,40.0417,8.33,604104
141.4375,40.0417,8.33,604103
141.3125,40.0417,8.83,604102
141.1875,40.0417,9,604101
141.0625,40.0417,9,604100
140.9375,40.625,8.67,604077
140.8125,40.625,8.5,604076
140.6875,40.625,8.33,604075
140.5625,40.625,8.67,604074
140.4375,40.625,9,604073
140.3125,40.625,9.17,604072
140.1875,40.625,9.17,604071
140.0625,40.625,9.33,604070
140.9375,40.5417,8.67,604067
140.8125,40.5417,8.5,604066
140.6875,40.5417,8.67,604065
140.5625,40.5417,8.83,604064
140.4375,40.5417,9,604063
140.3125,40.5417,9.17,604062
140.1875,40.5417,9.17,604061
140.0625,40.5417,9.5,604060
140.9375,40.4583,8.83,604057
140.8125,40.4583,8.83,604056
140.6875,40.4583,9,604055
140.5625,40.4583,9,604054
140.4375,40.4583,9,604053
140.3125,40.4583,9,604052
140.1875,40.4583,9.17,604051
140.0625,40.4583,9.5,604050
140.9375,40.375,8.83,604047
140.8125,40.375,8.83,604046
140.6875,40.375,9,604045
140.5625,40.375,9.17,604044
140.4375,40.375,9,604043
140.3125,40.375,9,604042
140.1875,40.375,9,604041
140.0625,40.375,9.33,604040
140.9375,40.2917,8.83,604037
140.8125,40.2917,8.83,604036
140.6875,40.2917,9,604035
140.5625,40.2917,9.17,604034
140.4375,40.2917,9.17,604033
140.3125,40.2917,9,604032
140.1875,40.2917,9,604031
140.0625,40.2917,9.33,604030
140.9375,40.2083,8.67,604027
140.8125,40.2083,8.83,604026
140.6875,40.2083,9,604025
140.5625,40.2083,9.17,604024
140.4375,40.2083,9.33,604023
140.3125,40.2083,9.17,604022
140.1875,40.2083,9.17,604021
140.0625,40.2083,9.17,604020
140.9375,40.125,8.67,604017
140.8125,40.125,8.83,604016
140.6875,40.125,9,604015
140.5625,40.125,9.17,604014
140.4375,40.125,9.33,604013
140.3125,40.125,9.33,604012
140.1875,40.125,9.17,604011
140.0625,40.125,9,604010
140.9375,40.0417,8.83,604007
140.8125,40.0417,9,604006
140.6875,40.0417,9,604005
140.5625,40.0417,9.17,604004
140.4375,40.0417,9.17,604003
140.3125,40.0417,9.17,604002
140.1875,40.0417,9,604001
140.0625,40.0417,9,604000
139.9375,40.625,9.67,603977
139.8125,40.625,9.67,603976
139.9375,40.5417,9.83,603967
139.8125,40.5417,9.83,603966
139.5625,40.5417,9.5,603964
139.4375,40.5417,9.5,603963
139.9375,40.4583,9.67,603957
139.9375,40.375,9.5,603947
139.9375,40.2083,9.33,603927
139.9375,40.125,9,603917
139.9375,40.0417,9,603907
139.6875,40.0417,9,603905
142.0625,39.7917,8.83,594250
142.0625,39.7083,8.83,594240
142.0625,39.625,8.67,594230
142.0625,39.5417,8.5,594220
142.0625,39.4583,8,594210
142.0625,39.375,7.67,594200
141.9375,39.9583,8.83,594177
141.8125,39.9583,8.83,594176
141.6875,39.9583,8.5,594175
141.5625,39.9583,8.33,594174
141.4375,39.9583,8.33,594173
141.3125,39.9583,8.83,594172
141.1875,39.9583,9.17,594171
141.0625,39.9583,9.17,594170
141.9375,39.875,8.83,594167
141.8125,39.875,8.67,594166
141.6875,39.875,8.33,594165
141.5625,39.875,8.33,594164
141.4375,39.875,8.5,594163
141.3125,39.875,8.83,594162
141.1875,39.875,9.17,594161
141.0625,39.875,9.17,594160
141.9375,39.7917,8.67,594157
141.8125,39.7917,8.5,594156
141.6875,39.7917,8.33,594155
141.5625,39.7917,8.33,594154
141.4375,39.7917,8.5,594153
141.3125,39.7917,8.67,594152
141.1875,39.7917,8.83,594151
141.0625,39.7917,9,594150
141.9375,39.7083,8.83,594147
141.8125,39.7083,8.67,594146
141.6875,39.7083,8.5,594145
141.5625,39.7083,8.5,594144
141.4375,39.7083,8.5,594143
141.3125,39.7083,8.5,594142
141.1875,39.7083,8.5,594141
141.0625,39.7083,8.67,594140
141.9375,39.625,8.83,594137
141.8125,39.625,8.67,594136
141.6875,39.625,8.5,594135
141.5625,39.625,8.5,594134
141.4375,39.625,8.5,594133
141.3125,39.625,8.33,594132
141.1875,39.625,8.33,594131
141.0625,39.625,8.33,594130
141.9375,39.5417,8.5,594127
141.8125,39.5417,8.5,594126
141.6875,39.5417,8.67,594125
141.5625,39.5417,8.67,594124
141.4375,39.5417,8.5,594123
141.3125,39.5417,8.33,594122
141.1875,39.5417,8.17,594121
141.0625,39.5417,8.17,594120
141.9375,39.4583,8,594117
141.8125,39.4583,8.17,594116
141.6875,39.4583,8.83,594115
141.5625,39.4583,9,594114
141.4375,39.4583,8.67,594113
141.3125,39.4583,8.33,594112
141.1875,39.4583,8.17,594111
141.0625,39.4583,8.33,594110
141.9375,39.375,7.5,594107
141.8125,39.375,8,594106
141.6875,39.375,8.67,594105
141.5625,39.375,8.83,594104
141.4375,39.375,8.33,594103
141.3125,39.375,8,594102
141.1875,39.375,8.33,594101
141.0625,39.375,8.67,594100
140.9375,39.9583,9.17,594077
140.8125,39.9583,9.17,594076
140.6875,39.9583,9.17,594075
140.5625,39.9583,9.17,594074
140.4375,39.9583,9,594073
140.3125,39.9583,8.83,594072
140.1875,39.9583,9,594071
140.0625,39.9583,9,594070
140.9375,39.875,9.17,594067
140.8125,39.875,9.17,594066
140.6875,39.875,9.33,594065
140.5625,39.875,9.33,594064
140.4375,39.875,9,594063
140.3125,39.875,8.83,594062
140.1875,39.875,9,594061
140.0625,39.875,9.17,594060
140.9375,39.7917,9,594057
140.8125,39.7917,9.17,594056
140.6875,39.7917,9.33,594055
140.5625,39.7917,9.33,594054
140.4375,39.7917,9,594053
140.3125,39.7917,8.83,594052
140.1875,39.7917,8.83,594051
140.0625,39.7917,9,594050
140.9375,39.7083,8.67,594047
140.8125,39.7083,8.83,594046
140.6875,39.7083,9,594045
140.5625,39.7083,9.17,594044
140.4375,39.7083,8.83,594043
140.3125,39.7083,8.67,594042
140.1875,39.7083,8.67,594041
140.0625,39.7083,8.83,594040
140.9375,39.625,8.5,594037
140.8125,39.625,8.5,594036
140.6875,39.625,8.83,594035
140.5625,39.625,8.83,594034
140.4375,39.625,8.83,594033
140.3125,39.625,8.67,594032
140.1875,39.625,8.67,594031
140.0625,39.625,8.83,594030
140.9375,39.5417,8.33,594027
140.8125,39.5417,8.33,594026
140.6875,39.5417,8.67,594025
140.5625,39.5417,8.83,594024
140.4375,39.5417,8.67,594023
140.3125,39.5417,8.67,594022
140.1875,39.5417,8.67,594021
140.0625,39.5417,8.83,594020
140.9375,39.4583,8.33,594017
140.8125,39.4583,8.5,594016
140.6875,39.4583,8.67,594015
140.5625,39.4583,8.67,594014
140.4375,39.4583,8.67,594013
140.3125,39.4583,8.67,594012
140.1875,39.4583,8.67,594011
140.0625,39.4583,8.83,594010
140.9375,39.375,8.67,594007
140.8125,39.375,8.67,594006
140.6875,39.375,8.67,594005
140.5625,39.375,8.67,594004
140.4375,39.375,8.5,594003
140.3125,39.375,8.67,594002
140.1875,39.375,8.83,594001
140.0625,39.375,9,594000
139.9375,39.9583,9,593977
139.8125,39.9583,9,593976
139.6875,39.9583,9,593975
139.9375,39.875,9.17,593967
139.8125,39.875,9,593966
139.6875,39.875,9,593965
139.9375,39.375,9,593907
141.9375,39.2917,7.67,584177
141.8125,39.2917,8,584176
141.6875,39.2917,8.33,584175
141.5625,39.2917,8.33,584174
141.4375,39.2917,7.67,584173
141.3125,39.2917,7.67,584172
141.1875,39.2917,8.33,584171
141.0625,39.2917,8.83,584170
141.9375,39.2083,8.17,584167
141.8125,39.2083,8.33,584166
141.6875,39.2083,8,584165
141.5625,39.2083,7.5,584164
141.4375,39.2083,7.17,584163
141.3125,39.2083,7.67,584162
141.1875,39.2083,8.33,584161
141.0625,39.2083,8.83,584160
141.9375,39.125,8.5,584157
141.8125,39.125,8.33,584156
141.6875,39.125,7.83,584155
141.5625,39.125,7.5,584154
141.4375,39.125,7.5,584153
141.3125,39.125,8,584152
141.1875,39.125,8.5,584151
141.0625,39.125,8.83,584150
141.9375,39.0417,8.5,584147
141.8125,39.0417,8.33,584146
141.6875,39.0417,8,584145
141.5625,39.0417,7.83,584144
141.4375,39.0417,8.17,584143
141.3125,39.0417,8.33,584142
141.1875,39.0417,8.5,584141
141.0625,39.0417,8.67,584140
141.6875,38.9583,8.33,584135
141.5625,38.9583,8.33,584134
141.4375,38.9583,8.5,584133
141.3125,38.9583,8.5,584132
141.1875,38.9583,8.33,584131
141.0625,38.9583,8.33,584130
141.6875,38.875,8.33,584125
141.5625,38.875,8.5,584124
141.4375,38.875,8.5,584123
141.3125,38.875,8.5,584122
141.1875,38.875,8.17,584121
141.0625,38.875,8.33,584120
141.6875,38.7917,8.33,584115
141.5625,38.7917,8.5,584114
141.4375,38.7917,8.5,584113
141.3125,38.7917,8.5,584112
141.1875,38.7917,8.33,584111
141.0625,38.7917,8.33,584110
141.5625,38.7083,8.33,584104
141.4375,38.7083,8.33,584103
141.3125,38.7083,8.5,584102
141.1875,38.7083,8.5,584101
141.0625,38.7083,8.17,584100
140.9375,39.2917,9,584077
140.8125,39.2917,9,584076
140.6875,39.2917,8.83,584075
140.5625,39.2917,8.5,584074
140.4375,39.2917,8.5,584073
140.3125,39.2917,8.5,584072
140.1875,39.2917,8.83,584071
140.0625,39.2917,9,584070
140.9375,39.2083,9,584067
140.8125,39.2083,9.17,584066
140.6875,39.2083,9,584065
140.5625,39.2083,8.5,584064
140.4375,39.2083,8.33,584063
140.3125,39.2083,8.5,584062
140.1875,39.2083,8.83,584061
140.0625,39.2083,8.83,584060
140.9375,39.125,9,584057
140.8125,39.125,9,584056
140.6875,39.125,8.83,584055
140.5625,39.125,8.5,584054
140.4375,39.125,8.33,584053
140.3125,39.125,8.5,584052
140.1875,39.125,8.67,584051
140.0625,39.125,8.83,584050
140.9375,39.0417,8.83,584047
140.8125,39.0417,8.83,584046
140.6875,39.0417,8.67,584045
140.5625,39.0417,8.5,584044
140.4375,39.0417,8.5,584043
140.3125,39.0417,8.67,584042
140.1875,39.0417,8.83,584041
140.0625,39.0417,8.67,584040
140.9375,38.9583,8.67,584037
140.8125,38.9583,8.5,584036
140.6875,38.9583,8.33,584035
140.5625,38.9583,8.5,584034
140.4375,38.9583,8.67,584033
140.3125,38.9583,8.83,584032
140.1875,38.9583,8.83,584031
140.0625,38.9583,8.67,584030
140.9375,38.875,8.5,584027
140.8125,38.875,8.5,584026
140.6875,38.875,8.5,584025
140.5625,38.875,8.67,584024
140.4375,38.875,8.67,584023
140.3125,38.875,8.83,584022
140.1875,38.875,8.83,584021
140.0625,38.875,8.67,584020
140.9375,38.7917,8.17,584017
140.8125,38.7917,8.33,584016
140.6875,38.7917,8.67,584015
140.5625,38.7917,8.67,584014
140.4375,38.7917,8.67,584013
140.3125,38.7917,8.5,584012
140.1875,38.7917,8.67,584011
140.0625,38.7917,8.67,584010
140.9375,38.7083,8,584007
140.8125,38.7083,8.17,584006
140.6875,38.7083,8.5,584005
140.5625,38.7083,8.67,584004
140.4375,38.7083,8.5,584003
140.3125,38.7083,8.5,584002
140.1875,38.7083,8.5,584001
140.0625,38.7083,8.67,584000
139.9375,39.2917,9,583977
139.9375,39.2083,9,583967
139.5625,39.2083,8.83,583964
139.9375,39.125,8.67,583957
139.8125,39.125,8.67,583956
139.9375,39.0417,8.67,583947
139.8125,39.0417,8.5,583946
139.9375,38.9583,8.5,583937
139.8125,38.9583,8.5,583936
139.9375,38.875,8.67,583927
139.8125,38.875,8.67,583926
139.9375,38.7917,8.67,583917
139.8125,38.7917,8.67,583916
139.6875,38.7917,8.67,583915
139.9375,38.7083,8.83,583907
139.8125,38.7083,8.67,583906
139.6875,38.7083,8.67,583905
139.5625,38.7083,8.5,583904
141.5625,38.625,8.17,574174
141.4375,38.625,8.33,574173
141.3125,38.625,8.67,574172
141.1875,38.625,8.67,574171
141.0625,38.625,8.33,574170
141.5625,38.5417,8.17,574164
141.4375,38.5417,8.33,574163
141.3125,38.5417,8.67,574162
141.1875,38.5417,8.67,574161
141.0625,38.5417,8.33,574160
141.5625,38.4583,8,574154
141.4375,38.4583,8.33,574153
141.3125,38.4583,8.5,574152
141.1875,38.4583,8.5,574151
141.0625,38.4583,8.33,574150
141.5625,38.375,8,574144
141.4375,38.375,8.17,574143
141.3125,38.375,8.33,574142
141.1875,38.375,8.5,574141
141.0625,38.375,8.33,574140
141.5625,38.2917,7.83,574134
141.4375,38.2917,8,574133
141.1875,38.2917,8.5,574131
141.0625,38.2917,8.5,574130
141.5625,38.2083,7.83,574124
141.4375,38.2083,8,574123
141.0625,38.2083,8.67,574120
140.9375,38.625,7.83,574077
140.8125,38.625,8,574076
140.6875,38.625,8.33,574075
140.5625,38.625,8.5,574074
140.4375,38.625,8.67,574073
140.3125,38.625,8.5,574072
140.1875,38.625,8.5,574071
140.0625,38.625,8.67,574070
140.9375,38.5417,8,574067
140.8125,38.5417,8.17,574066
140.6875,38.5417,8.33,574065
140.5625,38.5417,8.5,574064
140.4375,38.5417,8.67,574063
140.3125,38.5417,8.5,574062
140.1875,38.5417,8.5,574061
140.0625,38.5417,8.33,574060
140.9375,38.4583,8.17,574057
140.8125,38.4583,8.17,574056
140.6875,38.4583,8.33,574055
140.5625,38.4583,8.5,574054
140.4375,38.4583,8.5,574053
140.3125,38.4583,8.33,574052
140.1875,38.4583,8.17,574051
140.0625,38.4583,8.17,574050
140.9375,38.375,8.33,574047
140.8125,38.375,8.33,574046
140.6875,38.375,8.33,574045
140.5625,38.375,8.33,574044
140.4375,38.375,8.17,574043
140.3125,38.375,8,574042
140.1875,38.375,8,574041
140.0625,38.375,8.17,574040
140.9375,38.2917,8.5,574037
140.8125,38.2917,8.5,574036
140.6875,38.2917,8.33,574035
140.5625,38.2917,8.17,574034
140.4375,38.2917,7.83,574033
140.3125,38.2917,7.67,574032
140.1875,38.2917,8,574031
140.0625,38.2917,8.33,574030
140.9375,38.2083,8.67,574027
140.8125,38.2083,8.5,574026
140.6875,38.2083,8.33,574025
140.5625,38.2083,8,574024
140.4375,38.2083,7.67,574023
140.3125,38.2083,7.5,574022
140.1875,38.2083,7.83,574021
140.0625,38.2083,8.17,574020
140.9375,38.125,8.67,574017
140.8125,38.125,8.5,574016
140.6875,38.125,8.33,574015
140.5625,38.125,8,574014
140.4375,38.125,7.5,574013
140.3125,38.125,7.33,574012
140.1875,38.125,7.67,574011
