lon,lat,mag,mesh_code
142.8125,44.4583,10,664256
142.6875,44.4583,10,664255
142.5625,44.4583,10.17,664254
142.4375,44.4583,10.33,664253
142.3125,44.4583,10.5,664252
142.1875,44.4583,10.5,664251
142.0625,44.4583,10.33,664250
142.9375,44.375,10,664247
142.8125,44.375,10,664246
142.6875,44.375,10.17,664245
142.5625,44.375,10.33,664244
142.4375,44.375,10.33,664243
142.3125,44.375,10.33,664242
142.1875,44.375,10.17,664241
142.0625,44.375,10.17,664240
142.9375,44.2917,9.83,664237
142.8125,44.2917,10,664236
142.6875,44.2917,10.17,664235
142.5625,44.2917,10.33,664234
142.4375,44.2917,10.5,664233
142.3125,44.2917,10.33,664232
142.1875,44.2917,10.17,664231
142.0625,44.2917,10,664230
142.9375,44.2083,9.83,664227
142.8125,44.2083,9.83,664226
142.6875,44.2083,10,664225
142.5625,44.2083,10.33,664224
142.4375,44.2083,10.5,664223
142.3125,44.2083,10.33,664222
142.1875,44.2083,10,664221
142.0625,44.2083,9.83,664220
142.9375,44.125,9.83,664217
142.8125,44.125,9.83,664216
142.6875,44.125,10,664215
142.5625,44.125,10.33,664214
142.4375,44.125,10.5,664213
142.3125,44.125,10.33,664212
142.1875,44.125,10,664211
142.0625,44.125,9.83,664210
142.9375,44.0417,9.67,664207
142.8125,44.0417,9.67,664206
142.6875,44.0417,9.83,664205
142.5625,44.0417,10.33,664204
142.4375,44.0417,10.5,664203
142.3125,44.0417,10.5,664202
142.1875,44.0417,10.17,664201
142.0625,44.0417,9.83,664200
141.9375,44.625,9.83,664177
141.8125,44.625,10,664176
141.9375,44.5417,10,664167
141.8125,44.5417,10,664166
141.9375,44.4583,10,664157
141.8125,44.4583,10,664156
141.6875,44.4583,10,664155
141.4375,44.4583,10.17,664153
141.3125,44.4583,10.17,664152
141.9375,44.375,10,664147
141.8125,44.375,10.17,664146
141.6875,44.375,10.17,664145
141.3125,44.375,10.17,664142
141.9375,44.2917,10,664137
141.8125,44.2917,10.17,664136
141.6875,44.2917,10.33,664135
141.9375,44.2083,10,664127
141.8125,44.2083,10.17,664126
141.6875,44.2083,10.33,664125
141.9375,44.125,9.83,664117
141.8125,44.125,10.17,664116
141.6875,44.125,10.17,664115
141.9375,44.0417,9.83,664107
141.8125,44.0417,10,664106
141.6875,44.0417,10,664105
146.9375,43.875,8.5,654667
146.8125,43.875,8.5,654666
146.6875,43.875,8.5,654665
146.9375,43.7917,8.5,654657
146.8125,43.7917,8.5,654656
146.6875,43.7917,8.5,654655
146.5625,43.7917,8.5,654654
146.8125,43.7083,8.5,654646
146.6875,43.7083,8.5,654645
146.5625,43.7083,8.5,654644
146.4375,43.625,8.33,654633
146.3125,43.625,8.33,654632
146.4375,43.5417,8.33,654623
146.1875,43.5417,8.33,654621
146.0625,43.5417,8.33,654620
146.1875,43.4583,8.17,654611
146.0625,43.4583,8.17,654610
146.1875,43.375,8.17,654601
146.0625,43.375,8,654600
145.8125,43.9583,9,654576
145.6875,43.9583,9,654575
145.5625,43.9583,9,654574
145.1875,43.9583,9.17,654571
145.0625,43.9583,9.17,654570
145.6875,43.875,8.83,654565
145.5625,43.875,9,654564
145.4375,43.875,9,654563
145.0625,43.875,9.33,654560
145.5625,43.7917,8.83,654554
145.4375,43.7917,9,654553
145.0625,43.7917,9.33,654550
145.5625,43.7083,8.83,654544
145.4375,43.7083,9,654543
145.1875,43.7083,9.17,654541
145.0625,43.7083,9.17,654540
145.5625,43.625,8.67,654534
145.3125,43.625,9,654532
145.1875,43.625,9,654531
145.0625,43.625,8.83,654530
145.3125,43.5417,9,654522
145.1875,43.5417,9,654521
145.0625,43.5417,8.67,654520
145.9375,43.4583,8,654517
145.8125,43.4583,8,654516
145.3125,43.4583,8.83,654512
145.1875,43.4583,9,654511
145.0625,43.4583,8.67,654510
145.9375,43.375,8,654507
145.8125,43.375,7.83,654506
145.6875,43.375,7.67,654505
145.5625,43.375,7.67,654504
145.3125,43.375,8.5,654502
145.1875,43.375,8.67,654501
145.0625,43.375,8.67,654500
144.9375,43.9583,9,654477
144.8125,43.9583,9,654476
144.6875,43.9583,9,654475
144.5625,43.9583,9,654474
144.4375,43.9583,9,654473
144.3125,43.9583,9,654472
144.1875,43.9583,9.17,654471
144.0625,43.9583,9.17,654470
144.9375,43.875,9.33,654467
144.8125,43.875,9.17,654466
144.6875,43.875,9.17,654465
144.5625,43.875,9.33,654464
144.4375,43.875,9.17,654463
144.3125,43.875,9,654462
144.1875,43.875,9.17,654461
144.0625,43.875,9.17,654460
144.9375,43.7917,9.33,654457
144.8125,43.7917,9.33,654456
144.6875,43.7917,9.5,654455
144.5625,43.7917,9.67,654454
144.4375,43.7917,9.5,654453
144.3125,43.7917,9,654452
144.1875,43.7917,9,654451
144.0625,43.7917,9.17,654450
144.9375,43.7083,9.17,654447
144.8125,43.7083,9.17,654446
144.6875,43.7083,9.5,654445
144.5625,43.7083,9.67,654444
144.4375,43.7083,9.5,654443
144.3125,43.7083,9,654442
144.1875,43.7083,8.83,654441
144.0625,43.7083,9,654440
144.9375,43.625,8.67,654437
144.8125,43.625,8.83,654436
144.6875,43.625,9.17,654435
144.5625,43.625,9.5,654434
144.4375,43.625,9.5,654433
144.3125,43.625,9,654432
144.1875,43.625,8.67,654431
144.0625,43.625,8.83,654430
144.9375,43.5417,8.5,654427
144.8125,43.5417,8.5,654426
144.6875,43.5417,9,654425
144.5625,43.5417,9.5,654424
144.4375,43.5417,9.5,654423
144.3125,43.5417,8.83,654422
144.1875,43.5417,8.5,654421
144.0625,43.5417,8.5,654420
144.9375,43.4583,8.5,654417
144.8125,43.4583,8.5,654416
144.6875,43.4583,9,654415
144.5625,43.4583,9.5,654414
144.4375,43.4583,9.5,654413
144.3125,43.4583,9,654412
144.1875,43.4583,8.33,654411
144.0625,43.4583,8.17,654410
144.9375,43.375,8.67,654407
144.8125,43.375,8.83,654406
144.6875,43.375,9,654405
144.5625,43.375,9.5,654404
144.4375,43.375,9.5,654403
144.3125,43.375,9.17,654402
144.1875,43.375,8.5,654401
144.0625,43.375,8.33,654400
143.9375,43.9583,9.33,654377
143.8125,43.9583,9.5,654376
143.6875,43.9583,9.5,654375
143.5625,43.9583,9.67,654374
143.4375,43.9583,9.67,654373
143.3125,43.9583,9.67,654372
143.1875,43.9583,9.67,654371
143.0625,43.9583,9.67,654370
143.9375,43.875,9.33,654367
143.8125,43.875,9.5,654366
143.6875,43.875,9.67,654365
143.5625,43.875,9.83,654364
143.4375,43.875,9.83,654363
143.3125,43.875,9.83,654362
143.1875,43.875,9.67,654361
143.0625,43.875,9.67,654360
143.9375,43.7917,9.33,654357
143.8125,43.7917,9.5,654356
143.6875,43.7917,9.5,654355
143.5625,43.7917,9.83,654354
143.4375,43.7917,10,654353
143.3125,43.7917,9.83,654352
143.1875,43.7917,9.67,654351
143.0625,43.7917,9.67,654350
143.9375,43.7083,9.33,654347
143.8125,43.7083,9.5,654346
143.6875,43.7083,9.5,654345
143.5625,43.7083,9.5,654344
143.4375,43.7083,9.67,654343
143.3125,43.7083,9.67,654342
143.1875,43.7083,9.5,654341
143.0625,43.7083,9.67,654340
143.9375,43.625,9.33,654337
143.8125,43.625,9.33,654336
143.6875,43.625,9.33,654335
143.5625,43.625,9.33,654334
143.4375,43.625,9.33,654333
143.3125,43.625,9.33,654332
143.1875,43.625,9.5,654331
143.0625,43.625,9.67,654330
143.9375,43.5417,9,654327
143.8125,43.5417,9.33,654326
143.6875,43.5417,9.5,654325
143.5625,43.5417,9.33,654324
143.4375,43.5417,9.17,654323
143.3125,43.5417,9.17,654322
143.1875,43.5417,9.33,654321
143.0625,43.5417,9.5,654320
143.9375,43.4583,8.67,654317
143.8125,43.4583,9.33,654316
143.6875,43.4583,9.5,654315
143.5625,43.4583,9.33,654314
143.4375,43.4583,9.17,654313
143.3125,43.4583,9.33,654312
143.1875,43.4583,9.33,654311
143.0625,43.4583,9.5,654310
143.9375,43.375,8.67,654307
143.8125,43.375,9.17,654306
143.6875,43.375,9.5,654305
143.5625,43.375,9.5,654304
143.4375,43.375,9.33,654303
143.3125,43.375,9.33,654302
143.1875,43.375,9.5,654301
143.0625,43.375,9.5,654300
142.9375,43.9583,9.67,654277
142.8125,43.9583,9.67,654276
142.6875,43.9583,9.83,654275
142.5625,43.9583,10.17,654274
142.4375,43.9583,10.33,654273
142.3125,43.9583,10.67,654272
142.1875,43.9583,10.83,654271
142.0625,43.9583,10.33,654270
142.9375,43.875,9.67,654267
142.8125,43.875,9.67,654266
142.6875,43.875,9.83,654265
142.5625,43.875,10,654264
142.4375,43.875,10,654263
142.3125,43.875,10.67,654262
142.1875,43.875,11.17,654261
142.0625,43.875,10.67,654260
142.9375,43.7917,9.83,654257
142.8125,43.7917,9.83,654256
142.6875,43.7917,10,654255
142.5625,43.7917,10,654254
142.4375,43.7917,9.83,654253
142.3125,43.7917,10.17,654252
142.1875,43.7917,10.83,654251
142.0625,43.7917,10.5,654250
142.9375,43.7083,9.83,654247
142.8125,43.7083,10,654246
142.6875,43.7083,10,654245
142.5625,43.7083,10,654244
142.4375,43.7083,9.83,654243
142.3125,43.7083,9.83,654242
142.1875,43.7083,10,654241
142.0625,43.7083,10,654240
142.9375,43.625,9.83,654237
142.8125,43.625,9.83,654236
142.6875,43.625,10,654235
142.5625,43.625,10,654234
142.4375,43.625,9.83,654233
142.3125,43.625,9.67,654232
142.1875,43.625,9.83,654231
142.0625,43.625,9.83,654230
142.9375,43.5417,9.67,654227
142.8125,43.5417,9.83,654226
142.6875,43.5417,10,654225
142.5625,43.5417,10,654224
142.4375,43.5417,10,654223
142.3125,43.5417,9.83,654222
142.1875,43.5417,9.83,654221
142.0625,43.5417,9.83,654220
142.9375,43.4583,9.67,654217
142.8125,43.4583,9.83,654216
142.6875,43.4583,10,654215
142.5625,43.4583,10.17,654214
142.4375,43.4583,10,654213
142.3125,43.4583,9.83,654212
142.1875,43.4583,9.67,654211
142.0625,43.4583,9.67,654210
142.9375,43.375,9.67,654207
142.8125,43.375,9.83,654206
142.6875,43.375,10,654205
142.5625,43.375,10,654204
142.4375,43.375,9.83,654203
142.3125,43.375,9.67,654202
142.1875,43.375,9.67,654201
142.0625,43.375,9.67,654200
141.9375,43.9583,10,654177
141.8125,43.9583,9.83,654176
141.6875,43.9583,9.83,654175
141.5625,43.9583,9.83,654174
141.9375,43.875,10,654167
141.8125,43.875,9.83,654166
141.6875,43.875,9.67,654165
141.5625,43.875,9.67,654164
141.4375,43.875,9.83,654163
141.9375,43.7917,10,654157
141.8125,43.7917,9.67,654156
141.6875,43.7917,9.5,654155
141.5625,43.7917,9.67,654154
141.4375,43.7917,9.83,654153
141.3125,43.7917,10,654152
141.9375,43.7083,9.67,654147
141.8125,43.7083,9.5,654146
141.6875,43.7083,9.5,654145
141.5625,43.7083,9.83,654144
141.4375,43.7083,10,654143
141.3125,43.7083,10,654142
141.9375,43.625,9.67,654137
141.8125,43.625,9.33,654136
141.6875,43.625,9.67,654135
141.5625,43.625,10,654134
141.4375,43.625,10.17,654133
141.3125,43.625,10.17,654132
141.9375,43.5417,9.67,654127
141.8125,43.5417,9.33,654126
141.6875,43.5417,9.67,654125
141.5625,43.5417,10,654124
141.4375,43.5417,10.17,654123
141.3125,43.5417,10.17,654122
141.9375,43.4583,9.5,654117
141.8125,43.4583,9.33,654116
141.6875,43.4583,9.5,654115
141.5625,43.4583,9.83,654114
141.4375,43.4583,10,654113
141.3125,43.4583,10,654112
141.9375,43.375,9.5,654107
141.8125,43.375,9.5,654106
141.6875,43.375,9.67,654105
141.5625,43.375,9.67,654104
141.4375,43.375,9.83,654103
140.5625,43.375,10,654004
140.4375,43.375,10,654003
140.3125,43.375,10,654002
145.8125,43.2917,7.67,644576
145.6875,43.2917,7.5,644575
145.5625,43.2917,7.33,644574
145.4375,43.2917,7.5,644573
145.3125,43.2917,7.83,644572
145.1875,43.2917,8.17,644571
145.0625,43.2917,8.33,644570
145.5625,43.2083,7.33,644564
145.4375,43.2083,7.33,644563
145.3125,43.2083,7.5,644562
145.1875,43.2083,7.67,644561
145.0625,43.2083,8,644560
145.5625,43.125,7.33,644554
145.4375,43.125,7.5,644553
145.3125,43.125,7.5,644552
145.1875,43.125,7.67,644551
145.0625,43.125,7.83,644550
145.1875,43.0417,7.67,644541
145.0625,43.0417,7.83,644540
145.0625,42.9583,8,644530
144.9375,43.2917,8.67,644477
144.8125,43.2917,8.83,644476
144.6875,43.2917,9,644475
144.5625,43.2917,9.33,644474
144.4375,43.2917,9.5,644473
144.3125,43.2917,9.33,644472
144.1875,43.2917,8.83,644471
144.0625,43.2917,8.67,644470
144.9375,43.2083,8.33,644467
144.8125,43.2083,8.5,644466
144.6875,43.2083,8.83,644465
144.5625,43.2083,9,644464
144.4375,43.2083,9.17,644463
144.3125,43.2083,9,644462
144.1875,43.2083,8.83,644461
144.0625,43.2083,8.67,644460
144.9375,43.125,8.17,644457
144.8125,43.125,8.33,644456
144.6875,43.125,8.5,644455
144.5625,43.125,8.67,644454
144.4375,43.125,8.67,644453
144.3125,43.125,8.67,644452
144.1875,43.125,8.67,644451
144.0625,43.125,8.67,644450
144.9375,43.0417,8,644447
144.8125,43.0417,8.33,644446
144.6875,43.0417,8.5,644445
144.5625,43.0417,8.5,644444
144.4375,43.0417,8.5,644443
144.3125,43.0417,8.5,644442
144.1875,43.0417,8.5,644441
144.0625,43.0417,8.67,644440
144.9375,42.9583,8.17,644437
144.8125,42.9583,8.33,644436
144.6875,42.9583,8.5,644435
144.5625,42.9583,8.5,644434
144.4375,42.9583,8.5,644433
144.3125,42.9583,8.5,644432
144.1875,42.9583,8.5,644431
144.0625,42.9583,8.67,644430
143.9375,43.2917,8.83,644377
143.8125,43.2917,9,644376
143.6875,43.2917,9.17,644375
143.5625,43.2917,9.33,644374
143.4375,43.2917,9.5,644373
143.3125,43.2917,9.5,644372
143.1875,43.2917,9.5,644371
143.0625,43.2917,9.5,644370
143.9375,43.2083,8.83,644367
143.8125,43.2083,8.83,644366
143.6875,43.2083,9,644365
143.5625,43.2083,9.17,644364
143.4375,43.2083,9.33,644363
143.3125,43.2083,9.33,644362
143.1875,43.2083,9.33,644361
143.0625,43.2083,9.5,644360
143.9375,43.125,8.83,644357
143.8125,43.125,8.67,644356
143.6875,43.125,8.67,644355
143.5625,43.125,9,644354
143.4375,43.125,9.17,644353
143.3125,43.125,9.17,644352
143.1875,43.125,9.33,644351
143.0625,43.125,9.33,644350
143.9375,43.0417,8.83,644347
143.8125,43.0417,8.83,644346
143.6875,43.0417,8.83,644345
143.5625,43.0417,9,644344
143.4375,43.0417,9.17,644343
143.3125,43.0417,9.17,644342
143.1875,43.0417,9.17,644341
143.0625,43.0417,9.33,644340
143.9375,42.9583,9,644337
143.8125,42.9583,9,644336
143.6875,42.9583,9,644335
143.5625,42.9583,9,644334
143.4375,42.9583,9.17,644333
143.3125,42.9583,9.17,644332
143.1875,42.9583,9.17,644331
143.0625,42.9583,9.33,644330
143.9375,42.875,9,644327
143.8125,42.875,9.17,644326
143.6875,42.875,9,644325
143.5625,42.875,8.83,644324
143.4375,42.875,9,644323
143.3125,42.875,9.17,644322
143.1875,42.875,9.17,644321
143.0625,42.875,9.33,644320
143.8125,42.7917,9.17,644316
143.6875,42.7917,8.83,644315
143.5625,42.7917,8.5,644314
143.4375,42.7917,8.67,644313
143.3125,42.7917,9,644312
143.1875,42.7917,9.17,644311
143.0625,42.7917,9.33,644310
143.6875,42.7083,8.67,644305
143.5625,42.7083,8.5,644304
143.4375,42.7083,8.83,644303
143.3125,42.7083,9,644302
143.1875,42.7083,9.17,644301
143.0625,42.7083,9.33,644300
142.9375,43.2917,9.67,644277
142.8125,43.2917,9.83,644276
142.6875,43.2917,9.83,644275
142.5625,43.2917,9.83,644274
142.4375,43.2917,9.67,644273
142.3125,43.2917,9.5,644272
142.1875,43.2917,9.5,644271
142.0625,43.2917,9.5,644270
142.9375,43.2083,9.5,644267
142.8125,43.2083,9.67,644266
142.6875,43.2083,9.83,644265
142.5625,43.2083,9.83,644264
142.4375,43.2083,9.67,644263
142.3125,43.2083,9.5,644262
142.1875,43.2083,9.5,644261
142.0625,43.2083,9.67,644260
142.9375,43.125,9.5,644257
142.8125,43.125,9.67,644256
142.6875,43.125,9.83,644255
142.5625,43.125,9.83,644254
142.4375,43.125,9.83,644253
142.3125,43.125,9.67,644252
142.1875,43.125,9.67,644251
142.0625,43.125,9.83,644250
142.9375,43.0417,9.5,644247
142.8125,43.0417,9.67,644246
142.6875,43.0417,9.83,644245
142.5625,43.0417,10,644244
142.4375,43.0417,10,644243
142.3125,43.0417,9.83,644242
142.1875,43.0417,9.83,644241
142.0625,43.0417,9.83,644240
142.9375,42.9583,9.5,644237
142.8125,42.9583,9.67,644236
142.6875,42.9583,9.67,644235
142.5625,42.9583,9.83,644234
142.4375,42.9583,9.83,644233
142.3125,42.9583,9.83,644232
142.1875,42.9583,9.83,644231
142.0625,42.9583,9.83,644230
142.9375,42.875,9.5,644227
142.8125,42.875,9.67,644226
142.6875,42.875,9.67,644225
142.5625,42.875,9.67,644224
142.4375,42.875,9.67,644223
142.3125,42.875,9.67,644222
142.1875,42.875,9.67,644221
142.0625,42.875,9.67,644220
142.9375,42.7917,9.5,644217
142.8125,42.7917,9.5,644216
142.6875,42.7917,9.5,644215
142.5625,42.7917,9.5,644214
142.4375,42.7917,9.33,644213
142.3125,42.7917,9.33,644212
142.1875,42.7917,9.5,644211
142.0625,42.7917,9.67,644210
142.9375,42.7083,9.5,644207
142.8125,42.7083,9.5,644206
142.6875,42.7083,9.5,644205
142.5625,42.7083,9.33,644204
142.4375,42.7083,9.33,644203
142.3125,42.7083,9.33,644202
142.1875,42.7083,9.33,644201
142.0625,42.7083,9.67,644200
141.9375,43.2917,9.5,644177
141.8125,43.2917,9.5,644176
141.6875,43.2917,9.67,644175
141.5625,43.2917,9.67,644174
141.4375,43.2917,9.83,644173
141.3125,43.2917,10,644172
141.9375,43.2083,9.67,644167
141.8125,43.2083,9.67,644166
141.6875,43.2083,9.5,644165
141.5625,43.2083,9.5,644164
141.4375,43.2083,9.83,644163
141.3125,43.2083,10,644162
141.1875,43.2083,10.17,644161
141.0625,43.2083,10.17,644160
141.9375,43.125,9.83,644157
141.8125,43.125,9.67,644156
141.6875,43.125,9.5,644155
141.5625,43.125,9.5,644154
141.4375,43.125,9.67,644153
141.3125,43.125,10,644152
141.1875,43.125,10.17,644151
141.0625,43.125,10.17,644150
141.9375,43.0417,9.83,644147
141.8125,43.0417,9.67,644146
141.6875,43.0417,9.5,644145
141.5625,43.0417,9.33,644144
141.4375,43.0417,9.5,644143
141.3125,43.0417,9.67,644142
141.1875,43.0417,10.17,644141
141.0625,43.0417,10,644140
141.9375,42.9583,9.83,644137
141.8125,42.9583,9.5,644136
141.6875,42.9583,9.33,644135
141.5625,42.9583,9.33,644134
141.4375,42.9583,9.33,644133
141.3125,42.9583,9.5,644132
141.1875,42.9583,10,644131
141.0625,42.9583,10,644130
141.9375,42.875,9.67,644127
141.8125,42.875,9.5,644126
141.6875,42.875,9.33,644125
141.5625,42.875,9.33,644124
141.4375,42.875,9.17,644123
141.3125,42.875,9.33,644122
141.1875,42.875,9.67,644121
141.0625,42.875,10,644120
141.9375,42.7917,9.83,644117
141.8125,42.7917,9.67,644116
141.6875,42.7917,9.33,644115
141.5625,42.7917,9.17,644114
141.4375,42.7917,9.17,644113
141.3125,42.7917,9.17,644112
