MeshCode,dB(sec),dL(sec),dH(m),lon_min,lat_min,lon_max,lat_max
36230600,-0.05475, 0.04000, 0.07721,123.75,24.0,123.7625,24.0083333333
36230605,-0.05416, 0.04012, 0.07448,123.8125,24.0,123.825,24.0083333333
36230700,-0.05285, 0.03988, 0.06741,123.875,24.0,123.8875,24.0083333333
36230650,-0.05451, 0.04007, 0.07561,123.75,24.0416666665,123.7625,24.0499999998
36230655,-0.05379, 0.04029, 0.07253,123.8125,24.0416666665,123.825,24.0499999998
36230750,-0.05294, 0.03982, 0.06719,123.875,24.0416666665,123.8875,24.0499999998
36231600,-0.05435, 0.03986, 0.07370,123.75,24.0833333333,123.7625,24.0916666666
36231605,-0.05353, 0.04007, 0.07014,123.8125,24.0833333333,123.825,24.0916666666
36231700,-0.05300, 0.03960, 0.06657,123.875,24.0833333333,123.8875,24.0916666666
36231650,-0.05427, 0.03939, 0.07150,123.75,24.1249999998,123.7625,24.1333333331
36231655,-0.05338, 0.03949, 0.06736,123.8125,24.1249999998,123.825,24.1333333331
36232400,-0.05890, 0.03738, 0.09119,123.5,24.1666666666,123.5125,24.1749999999
36232405,-0.05771, 0.03778, 0.08539,123.5625,24.1666666666,123.575,24.1749999999
36232500,-0.05651, 0.03818, 0.07970,123.625,24.1666666666,123.6375,24.1749999999
36232600,-0.05422, 0.03882, 0.06925,123.75,24.1666666666,123.7625,24.1749999999
36232605,-0.05338, 0.03890, 0.06547,123.8125,24.1666666666,123.825,24.1749999999
36232700,-0.05275, 0.03872, 0.06241,123.875,24.1666666666,123.8875,24.1749999999
36232705,-0.05217, 0.03838, 0.05927,123.9375,24.1666666666,123.95,24.1749999999
36242000,-0.05130, 0.03800, 0.05465,124.0,24.1666666666,124.0125,24.1749999999
36242005,-0.05039, 0.03761, 0.04984,124.0625,24.1666666666,124.075,24.1749999999
36242100,-0.04949, 0.03721, 0.04521,124.125,24.1666666666,124.1375,24.1749999999
36232450,-0.05912, 0.03710, 0.09114,123.5,24.2083333331,123.5125,24.2166666664
36232455,-0.05786, 0.03745, 0.08483,123.5625,24.2083333331,123.575,24.2166666664
36232550,-0.05659, 0.03777, 0.07859,123.625,24.2083333331,123.6375,24.2166666664
36232555,-0.05536, 0.03804, 0.07261,123.6875,24.2083333331,123.7,24.2166666664
36232650,-0.05419, 0.03823, 0.06704,123.75,24.2083333331,123.7625,24.2166666664
36232655,-0.05330, 0.03829, 0.06303,123.8125,24.2083333331,123.825,24.2166666664
36232750,-0.05257, 0.03817, 0.05975,123.875,24.2083333331,123.8875,24.2166666664
36232755,-0.05207, 0.03791, 0.05737,123.9375,24.2083333331,123.95,24.2166666664
36242050,-0.05116, 0.03761, 0.05288,124.0,24.2083333331,124.0125,24.2166666664
36242055,-0.05019, 0.03728, 0.04804,124.0625,24.2083333331,124.075,24.2166666664
36242150,-0.04924, 0.03692, 0.04330,124.125,24.2083333331,124.1375,24.2166666664
36233400,-0.05932, 0.03680, 0.09104,123.5,24.25,123.5125,24.2583333333
36233405,-0.05800, 0.03708, 0.08424,123.5625,24.25,123.575,24.2583333333
36233500,-0.05668, 0.03733, 0.07750,123.625,24.25,123.6375,24.2583333333
36233505,-0.05540, 0.03752, 0.07100,123.6875,24.25,123.7,24.2583333333
36233600,-0.05418, 0.03762, 0.06493,123.75,24.25,123.7625,24.2583333333
36233605,-0.05323, 0.03766, 0.06065,123.8125,24.25,123.825,24.2583333333
36233700,-0.05241, 0.03759, 0.05716,123.875,24.25,123.8875,24.2583333333
36233705,-0.05195, 0.03740, 0.05537,123.9375,24.25,123.95,24.2583333333
36243000,-0.05100, 0.03718, 0.05101,124.0,24.25,124.0125,24.2583333333
