MeshCode,dB(sec),dL(sec),dH(m),lon_min,lat_min,lon_max,lat_max
37240600,-0.03308, 0.02450, 0.01410,124.75,24.6666666666,124.7625,24.6749999999
37250200,-0.02989, 0.02459, 0.01363,125.25,24.6666666666,125.2625,24.6749999999
37250205,-0.02991, 0.02461, 0.01046,125.3125,24.6666666666,125.325,24.6749999999
37250300,-0.02994, 0.02462, 0.00742,125.375,24.6666666666,125.3875,24.6749999999
37250305,-0.03002, 0.02462, 0.00597,125.4375,24.6666666666,125.45,24.6749999999
37250400,-0.03012, 0.02461, 0.00552,125.5,24.6666666666,125.5125,24.6749999999
37240550,-0.03362, 0.02452, 0.01721,124.625,24.7083333331,124.6375,24.7166666664
37240555,-0.03333, 0.02449, 0.01534,124.6875,24.7083333331,124.7,24.7166666664
37240650,-0.03299, 0.02449, 0.01566,124.75,24.7083333331,124.7625,24.7166666664
37250155,-0.02979, 0.02458, 0.01807,125.1875,24.7083333331,125.2,24.7166666664
37250250,-0.02972, 0.02460, 0.01476,125.25,24.7083333331,125.2625,24.7166666664
37250255,-0.02977, 0.02461, 0.01072,125.3125,24.7083333331,125.325,24.7166666664
37250350,-0.02983, 0.02462, 0.00677,125.375,24.7083333331,125.3875,24.7166666664
37250355,-0.02993, 0.02462, 0.00563,125.4375,24.7083333331,125.45,24.7166666664
37250450,-0.03006, 0.02462, 0.00548,125.5,24.7083333331,125.5125,24.7166666664
37410250,-0.02311,-0.03620, 0.19468,141.25,24.7083333331,141.2625,24.7166666664
37410255,-0.01271,-0.03690, 0.45824,141.3125,24.7083333331,141.325,24.7166666664
37410350, 0.00292,-0.03796, 0.85436,141.375,24.7083333331,141.3875,24.7166666664
37241500,-0.03355, 0.02451, 0.01866,124.625,24.75,124.6375,24.7583333333
37241505,-0.03324, 0.02449, 0.01731,124.6875,24.75,124.7,24.7583333333
37241600,-0.03261, 0.02447, 0.01605,124.75,24.75,124.7625,24.7583333333
37251100,-0.02984, 0.02457, 0.02191,125.125,24.75,125.1375,24.7583333333
37251105,-0.02959, 0.02458, 0.02043,125.1875,24.75,125.2,24.7583333333
37251200,-0.02956, 0.02460, 0.01642,125.25,24.75,125.2625,24.7583333333
37251205,-0.02965, 0.02461, 0.01143,125.3125,24.75,125.325,24.7583333333
37251300,-0.02974, 0.02462, 0.00584,125.375,24.75,125.3875,24.7583333333
37251305,-0.02986, 0.02462, 0.00577,125.4375,24.75,125.45,24.7583333333
37251400,-0.03000, 0.02462, 0.00576,125.5,24.75,125.5125,24.7583333333
37411200,-0.02103,-0.03634, 0.24756,141.25,24.75,141.2625,24.7583333333
37411205,-0.00525,-0.03740, 0.64735,141.3125,24.75,141.325,24.7583333333
37411300, 0.01213,-0.03858, 1.08782,141.375,24.75,141.3875,24.7583333333
37241550,-0.03350, 0.02452, 0.02011,124.625,24.7916666665,124.6375,24.7999999998
37241555,-0.03319, 0.02451, 0.01911,124.6875,24.7916666665,124.7,24.7999999998
37241650,-0.03246, 0.02447, 0.01737,124.75,24.7916666665,124.7625,24.7999999998
37251150,-0.02967, 0.02457, 0.02430,125.125,24.7916666665,125.1375,24.7999999998
37251155,-0.02941, 0.02459, 0.02335,125.1875,24.7916666665,125.2,24.7999999998
37251250,-0.02945, 0.02460, 0.01847,125.25,24.7916666665,125.2625,24.7999999998
37251255,-0.02956, 0.02461, 0.01290,125.3125,24.7916666665,125.325,24.7999999998
37251350,-0.02968, 0.02462, 0.00819,125.375,24.7916666665,125.3875,24.7999999998
37251355,-0.02981, 0.02462, 0.00678,125.4375,24.7916666665,125.45,24.7999999998
37251450,-0.02996, 0.02462, 0.00643,125.5,24.7916666665,125.5125,24.7999999998
37411250,-0.01012,-0.03708, 0.52397,141.25,24.7916666665,141.2625,24.7999999998
37411255, 0.01388,-0.03870, 1.13215,141.3125,24.7916666665,141.325,24.7999999998
37411350, 0.01995,-0.03911, 1.28617,141.375,24.7916666665,141.3875,24.7999999998
37252100,-0.02960, 0.02458, 0.02595,125.125,24.8333333333,125.1375,24.8416666666
37252105,-0.02930, 0.02459, 0.02579,125.1875,24.8333333333,125.2,24.8416666666
37252200,-0.02942, 0.02460, 0.02030,125.25,24.8333333333,125.2625,24.8416666666
37252205,-0.02951, 0.02461, 0.01458,125.3125,24.8333333333,125.325,24.8416666666
37252300,-0.02964, 0.02462, 0.01040,125.375,24.8333333333,125.3875,24.8416666666
37412200,-0.00110,-0.03769, 0.75265,141.25,24.8333333333,141.2625,24.8416666666
37412205, 0.01415,-0.03872, 1.13917,141.3125,24.8333333333,141.325,24.8416666666
37412300, 0.02106,-0.03918, 1.31412,141.375,24.8333333333,141.3875,24.8416666666
37252150,-0.02966, 0.02458, 0.02607,125.125,24.8749999998,125.1375,24.8833333331
37252155,-0.02943, 0.02460, 0.02533,125.1875,24.8749999998,125.2,24.8833333331
37252250,-0.02940, 0.02460, 0.02056,125.25,24.8749999998,125.2625,24.8833333331
37252255,-0.02951, 0.02461, 0.01590,125.3125,24.8749999998,125.325,24.8833333331
37252350,-0.02963, 0.02461, 0.01213,125.375,24.8749999998,125.3875,24.8833333331
37253105,-0.02960, 0.02460, 0.02477,125.1875,24.9166666666,125.2,24.9249999999
37253200,-0.02948, 0.02460, 0.02056,125.25,24.9166666666,125.2625,24.9249999999
37253205,-0.02954, 0.02460, 0.01675,125.3125,24.9166666666,125.325,24.9249999999
37253155,-0.02978, 0.02461, 0.02443,125.1875,24.9583333331,125.2,24.9666666664
37253250,-0.02957, 0.02460, 0.02031,125.25,24.9583333331,125.2625,24.9666666664
37253255,-0.02961, 0.02460, 0.01722,125.3125,24.9583333331,125.325,24.9666666664
37254200,-0.02968, 0.02459, 0.01996,125.25,25.0,125.2625,25.0083333333
38410250, 0.00686,-0.03822, 0.95443,141.25,25.3749999998,141.2625,25.3833333331
38410255, 0.00805,-0.03830, 0.98444,141.3125,25.3749999998,141.325,25.3833333331
38411200, 0.00627,-0.03818, 0.93925,141.25,25.4166666666,141.2625,25.4249999999
38411205, 0.00729,-0.03825, 0.96510,141.3125,25.4166666666,141.325,25.4249999999
38411250, 0.00560,-0.03814, 0.92247,141.25,25.4583333331,141.2625,25.4666666664
38411255, 0.00647,-0.03820, 0.94454,141.3125,25.4583333331,141.325,25.4666666664
38412200, 0.00488,-0.03809, 0.90415,141.25,25.5,141.2625,25.5083333333
38412205, 0.00561,-0.03814, 0.92274,141.3125,25.5,141.325,25.5083333333
38315200, 0.01487,-0.02854, 0.01807,131.25,25.75,131.2625,25.7583333333
38315155, 0.01487,-0.02855, 0.01692,131.1875,25.7916666665,131.2,25.7999999998
38315250, 0.01487,-0.02854, 0.01812,131.25,25.7916666665,131.2625,25.7999999998
38315255, 0.01488,-0.02852, 0.02281,131.3125,25.7916666665,131.325,25.7999999998
38316105, 0.01487,-0.02854, 0.01842,131.1875,25.8333333333,131.2,25.8416666666
38316200, 0.01487,-0.02854, 0.01959,131.25,25.8333333333,131.2625,25.8416666666
38316205, 0.01488,-0.02851, 0.02570,131.3125,25.8333333333,131.325,25.8416666666
38316155, 0.01488,-0.02852, 0.02274,131.1875,25.8749999998,131.2,25.8833333331
38316250, 0.01488,-0.02851, 0.02551,131.25,25.8749999998,131.2625,25.8833333331
38316255, 0.01489,-0.02849, 0.03034,131.3125,25.8749999998,131.325,25.8833333331
38317105, 0.01488,-0.02850, 0.02773,131.1875,25.9166666666,131.2,25.9249999999
38317200, 0.01489,-0.02848, 0.03212,131.25,25.9166666666,131.2625,25.9249999999
38317205, 0.01490,-0.02846, 0.03611,131.3125,25.9166666666,131.325,25.9249999999
38317300, 0.01490,-0.02846, 0.03611,131.375,25.9166666666,131.3875,25.9249999999
38317250, 0.01490,-0.02846, 0.03709,131.25,25.9583333331,131.2625,25.9666666664
38317255, 0.01490,-0.02844, 0.04091,131.3125,25.9583333331,131.325,25.9666666664
38317350, 0.01490,-0.02845, 0.03895,131.375,25.9583333331,131.3875,25.9666666664
39310200, 0.01490,-0.02845, 0.03888,131.25,26.0,131.2625,26.0083333333
39310205, 0.01490,-0.02844, 0.04148,131.3125,26.0,131.325,26.0083333333
39310300, 0.01490,-0.02844, 0.04046,131.375,26.0,131.3875,26.0083333333
39270550,-0.02488, 0.02388, 0.00970,127.625,26.0416666665,127.6375,26.0499999998
39270555,-0.02489, 0.02393, 0.01072,127.6875,26.0416666665,127.7,26.0499999998
39270650,-0.02496, 0.02398, 0.02350,127.75,26.0416666665,127.7625,26.0499999998
39271500,-0.02483, 0.02383, 0.01094,127.625,26.0833333333,127.6375,26.0916666666
39271505,-0.02484, 0.02388, 0.01030,127.6875,26.0833333333,127.7,26.0916666666
39271600,-0.02494, 0.02393, 0.02903,127.75,26.0833333333,127.7625,26.0916666666
39271605,-0.02506, 0.02404, 0.04176,127.8125,26.0833333333,127.825,26.0916666666
39271155,-0.02586, 0.02372, 0.04271,127.1875,26.1249999998,127.2,26.1333333331
39271250,-0.02561, 0.02374, 0.04605,127.25,26.1249999998,127.2625,26.1333333331
39271255,-0.02531, 0.02377, 0.04870,127.3125,26.1249999998,127.325,26.1333333331
39271350,-0.02514, 0.02376, 0.04761,127.375,26.1249999998,127.3875,26.1333333331
39271550,-0.02477, 0.02373, 0.02141,127.625,26.1249999998,127.6375,26.1333333331
39271555,-0.02474, 0.02374, 0.02458,127.6875,26.1249999998,127.7,26.1333333331
39271650,-0.02491, 0.02387, 0.03900,127.75,26.1249999998,127.7625,26.1333333331
39271655,-0.02511, 0.02403, 0.05036,127.8125,26.1249999998,127.825,26.1333333331
39271750,-0.02508, 0.02412, 0.05505,127.875,26.1249999998,127.8875,26.1333333331
39271755,-0.02492, 0.02414, 0.05568,127.9375,26.1249999998,127.95,26.1333333331
39272105,-0.02590, 0.02371, 0.04236,127.1875,26.1666666666,127.2,26.1749999999
39272200,-0.02563, 0.02372, 0.04680,127.25,26.1666666666,127.2625,26.1749999999
39272205,-0.02531, 0.02374, 0.05206,127.3125,26.1666666666,127.325,26.1749999999
39272300,-0.02511, 0.02372, 0.05198,127.375,26.1666666666,127.3875,26.1749999999
39272305,-0.02500, 0.02371, 0.04531,127.4375,26.1666666666,127.45,26.1749999999
39272400,-0.02490, 0.02370, 0.03943,127.5,26.1666666666,127.5125,26.1749999999
39272500,-0.02474, 0.02363, 0.03586,127.625,26.1666666666,127.6375,26.1749999999
39272505,-0.02459, 0.02354, 0.04556,127.6875,26.1666666666,127.7,26.1749999999
39272600,-0.02485, 0.02380, 0.05034,127.75,26.1666666666,127.7625,26.1749999999
39272605,-0.02518, 0.02406, 0.05898,127.8125,26.1666666666,127.825,26.1749999999
39272700,-0.02507, 0.02414, 0.06049,127.875,26.1666666666,127.8875,26.1749999999
39272705,-0.02486, 0.02415, 0.05969,127.9375,26.1666666666,127.95,26.1749999999
39272155,-0.02595, 0.02368, 0.04098,127.1875,26.2083333331,127.2,26.2166666664
39272250,-0.02565, 0.02368, 0.04591,127.25,26.2083333331,127.2625,26.2166666664
39272255,-0.02533, 0.02368, 0.05155,127.3125,26.2083333331,127.325,26.2166666664
39272350,-0.02512, 0.02367, 0.05232,127.375,26.2083333331,127.3875,26.2166666664
39272355,-0.02498, 0.02365, 0.04750,127.4375,26.2083333331,127.45,26.2166666664
39272450,-0.02488, 0.02364, 0.04337,127.5,26.2083333331,127.5125,26.2166666664
39272455,-0.02489, 0.02366, 0.04135,127.5625,26.2083333331,127.575,26.2166666664
39272550,-0.02479, 0.02364, 0.04489,127.625,26.2083333331,127.6375,26.2166666664
39272555,-0.02459, 0.02353, 0.05669,127.6875,26.2083333331,127.7,26.2166666664
39272650,-0.02478, 0.02378, 0.05758,127.75,26.2083333331,127.7625,26.2166666664
39272655,-0.02503, 0.02404, 0.06140,127.8125,26.2083333331,127.825,26.2166666664
39272750,-0.02495, 0.02413, 0.06324,127.875,26.2083333331,127.8875,26.2166666664
39272755,-0.02475, 0.02414, 0.06245,127.9375,26.2083333331,127.95,26.2166666664
39282050,-0.02456, 0.02416, 0.06061,128.0,26.2083333331,128.0125,26.2166666664
39263600,-0.02673, 0.02335, 0.03825,126.75,26.25,126.7625,26.2583333333
39263605,-0.02672, 0.02339, 0.03752,126.8125,26.25,126.825,26.2583333333
39273105,-0.02601, 0.02365, 0.03859,127.1875,26.25,127.2,26.2583333333
39273200,-0.02568, 0.02364, 0.04355,127.25,26.25,127.2625,26.2583333333
39273205,-0.02537, 0.02361, 0.04851,127.3125,26.25,127.325,26.2583333333
39273300,-0.02514, 0.02359, 0.05008,127.375,26.25,127.3875,26.2583333333
39273305,-0.02498, 0.02358, 0.04808,127.4375,26.25,127.45,26.2583333333
39273400,-0.02486, 0.02358, 0.04595,127.5,26.25,127.5125,26.2583333333
39273405,-0.02494, 0.02365, 0.04548,127.5625,26.25,127.575,26.2583333333
39273500,-0.02482, 0.02366, 0.04933,127.625,26.25,127.6375,26.2583333333
39273505,-0.02471, 0.02368, 0.05555,127.6875,26.25,127.7,26.2583333333
39273600,-0.02469, 0.02379, 0.05977,127.75,26.25,127.7625,26.2583333333
39273605,-0.02480, 0.02398, 0.06291,127.8125,26.25,127.825,26.2583333333
39273700,-0.02477, 0.02407, 0.06405,127.875,26.25,127.8875,26.2583333333
39273705,-0.02460, 0.02411, 0.06385,127.9375,26.25,127.95,26.2583333333
39283000,-0.02443, 0.02415, 0.06212,128.0,26.25,128.0125,26.2583333333
39263555,-0.02671, 0.02329, 0.03805,126.6875,26.2916666665,126.7,26.2999999998
39263650,-0.02678, 0.02331, 0.03815,126.75,26.2916666665,126.7625,26.2999999998
39263655,-0.02675, 0.02335, 0.03693,126.8125,26.2916666665,126.825,26.2999999998
39263750,-0.02670, 0.02339, 0.03553,126.875,26.2916666665,126.8875,26.2999999998
39273150,-0.02634, 0.02362, 0.03220,127.125,26.2916666665,127.1375,26.2999999998
39273250,-0.02570, 0.02357, 0.04044,127.25,26.2916666665,127.2625,26.2999999998
39273255,-0.02539, 0.02352, 0.04524,127.3125,26.2916666665,127.325,26.2999999998
39273350,-0.02514, 0.02350, 0.04757,127.375,26.2916666665,127.3875,26.2999999998
39273355,-0.02496, 0.02349, 0.04758,127.4375,26.2916666665,127.45,26.2999999998
39273450,-0.02484, 0.02351, 0.04716,127.5,26.2916666665,127.5125,26.2999999998
39273455,-0.02476, 0.02354, 0.04795,127.5625,26.2916666665,127.575,26.2999999998
39273550,-0.02480, 0.02365, 0.05187,127.625,26.2916666665,127.6375,26.2999999998
39273555,-0.02468, 0.02369, 0.05593,127.6875,26.2916666665,127.7,26.2999999998
39273650,-0.02456, 0.02379, 0.05957,127.75,26.2916666665,127.7625,26.2999999998
39273655,-0.02463, 0.02390, 0.06208,127.8125,26.2916666665,127.825,26.2999999998
39273750,-0.02461, 0.02400, 0.06322,127.875,26.2916666665,127.8875,26.2999999998
39273755,-0.02444, 0.02407, 0.06387,127.9375,26.2916666665,127.95,26.2999999998
39283050,-0.02427, 0.02413, 0.06278,128.0,26.2916666665,128.0125,26.2999999998
39264505,-0.02672, 0.02325, 0.03930,126.6875,26.3333333333,126.7,26.3416666666
39264600,-0.02681, 0.02327, 0.03804,126.75,26.3333333333,126.7625,26.3416666666
39264605,-0.02675, 0.02330, 0.03616,126.8125,26.3333333333,126.825,26.3416666666
39264700,-0.02668, 0.02334, 0.03451,126.875,26.3333333333,126.8875,26.3416666666
39264705,-0.02660, 0.02339, 0.03260,126.9375,26.3333333333,126.95,26.3416666666
39274005,-0.02648, 0.02352, 0.02937,127.0625,26.3333333333,127.075,26.3416666666
39274100,-0.02641, 0.02360, 0.02874,127.125,26.3333333333,127.1375,26.3416666666
39274105,-0.02610, 0.02357, 0.03195,127.1875,26.3333333333,127.2,26.3416666666
39274405,-0.02472, 0.02347, 0.04868,127.5625,26.3333333333,127.575,26.3416666666
39274505,-0.02468, 0.02365, 0.05537,127.6875,26.3333333333,127.7,26.3416666666
39274600,-0.02456, 0.02370, 0.05733,127.75,26.3333333333,127.7625,26.3416666666
39274605,-0.02458, 0.02380, 0.05953,127.8125,26.3333333333,127.825,26.3416666666
39274700,-0.02450, 0.02392, 0.06046,127.875,26.3333333333,127.8875,26.3416666666
39274705,-0.02429, 0.02404, 0.06207,127.9375,26.3333333333,127.95,26.3416666666
39284000,-0.02408, 0.02411, 0.06350,128.0,26.3333333333,128.0125,26.3416666666
