MeshCode,dB(sec),dL(sec),dH(m),lon_min,lat_min,lon_max,lat_max
36230600,-0.04870, 0.03466, 0.09074,123.75,24.0,123.7625,24.0083333333
36230605,-0.04819, 0.03475, 0.08812,123.8125,24.0,123.825,24.0083333333
36230700,-0.04707, 0.03452, 0.08098,123.875,24.0,123.8875,24.0083333333
36230555,-0.04929, 0.03426, 0.09203,123.6875,24.0416666665,123.7,24.0499999998
36230650,-0.04849, 0.03473, 0.08930,123.75,24.0416666665,123.7625,24.0499999998
36230655,-0.04786, 0.03490, 0.08644,123.8125,24.0416666665,123.825,24.0499999998
36230750,-0.04715, 0.03446, 0.08071,123.875,24.0416666665,123.8875,24.0499999998
36231600,-0.04836, 0.03455, 0.08730,123.75,24.0833333333,123.7625,24.0916666666
36231605,-0.04764, 0.03472, 0.08396,123.8125,24.0833333333,123.825,24.0916666666
36231700,-0.04721, 0.03428, 0.07981,123.875,24.0833333333,123.8875,24.0916666666
36231650,-0.04831, 0.03415, 0.08477,123.75,24.1249999998,123.7625,24.1333333331
36231655,-0.04754, 0.03422, 0.08076,123.8125,24.1249999998,123.825,24.1333333331
36232400,-0.05243, 0.03241, 0.10201,123.5,24.1666666666,123.5125,24.1749999999
36232405,-0.05137, 0.03277, 0.09682,123.5625,24.1666666666,123.575,24.1749999999
36232500,-0.05031, 0.03311, 0.09169,123.625,24.1666666666,123.6375,24.1749999999
36232700,-0.04704, 0.03351, 0.07485,123.875,24.1666666666,123.8875,24.1749999999
36232705,-0.04657, 0.03318, 0.07124,123.9375,24.1666666666,123.95,24.1749999999
36242000,-0.04584, 0.03281, 0.06630,124.0,24.1666666666,124.0125,24.1749999999
36242005,-0.04508, 0.03243, 0.06127,124.0625,24.1666666666,124.075,24.1749999999
36242100,-0.04432, 0.03205, 0.05652,124.125,24.1666666666,124.1375,24.1749999999
36232450,-0.05263, 0.03217, 0.10173,123.5,24.2083333331,123.5125,24.2166666664
36232455,-0.05152, 0.03248, 0.09599,123.5625,24.2083333331,123.575,24.2166666664
36232550,-0.05040, 0.03276, 0.09029,123.625,24.2083333331,123.6375,24.2166666664
36232555,-0.04931, 0.03300, 0.08476,123.6875,24.2083333331,123.7,24.2166666664
36232650,-0.04829, 0.03315, 0.07949,123.75,24.2083333331,123.7625,24.2166666664
36232655,-0.04752, 0.03317, 0.07539,123.8125,24.2083333331,123.825,24.2166666664
36232750,-0.04690, 0.03304, 0.07177,123.875,24.2083333331,123.8875,24.2166666664
36232755,-0.04649, 0.03277, 0.06892,123.9375,24.2083333331,123.95,24.2166666664
36242050,-0.04573, 0.03246, 0.06413,124.0,24.2083333331,124.0125,24.2166666664
36242055,-0.04492, 0.03213, 0.05908,124.0625,24.2083333331,124.075,24.2166666664
36242150,-0.04412, 0.03178, 0.05424,124.125,24.2083333331,124.1375,24.2166666664
36233400,-0.05282, 0.03192, 0.10137,123.5,24.25,123.5125,24.2583333333
36233405,-0.05166, 0.03217, 0.09512,123.5625,24.25,123.575,24.2583333333
36233500,-0.05050, 0.03239, 0.08887,123.625,24.25,123.6375,24.2583333333
36233505,-0.04937, 0.03255, 0.08276,123.6875,24.25,123.7,24.2583333333
36233600,-0.04830, 0.03263, 0.07696,123.75,24.25,123.7625,24.2583333333
36233605,-0.04748, 0.03264, 0.07257,123.8125,24.25,123.825,24.2583333333
36233700,-0.04678, 0.03254, 0.06878,123.875,24.25,123.8875,24.2583333333
36233705,-0.04641, 0.03233, 0.06650,123.9375,24.25,123.95,24.2583333333
36243000,-0.04561, 0.03208, 0.06186,124.0,24.25,124.0125,24.2583333333
36243005,-0.04475, 0.03180, 0.05679,124.0625,24.25,124.075,24.2583333333
36243100,-0.04389, 0.03150, 0.05180,124.125,24.25,124.1375,24.2583333333
36243105,-0.04312, 0.03116, 0.04772,124.1875,24.25,124.2,24.2583333333
36243200,-0.04248, 0.03080, 0.04499,124.25,24.25,124.2625,24.2583333333
36233550,-0.05060, 0.03200, 0.08750,123.625,24.2916666665,123.6375,24.2999999998
36233555,-0.04943, 0.03209, 0.08086,123.6875,24.2916666665,123.7,24.2999999998
36233650,-0.04833, 0.03211, 0.07455,123.75,24.2916666665,123.7625,24.2999999998
36233655,-0.04745, 0.03210, 0.06985,123.8125,24.2916666665,123.825,24.2999999998
36233750,-0.04668, 0.03204, 0.06597,123.875,24.2916666665,123.8875,24.2999999998
36233755,-0.04631, 0.03188, 0.06415,123.9375,24.2916666665,123.95,24.2999999998
36243050,-0.04547, 0.03169, 0.05967,124.0,24.2916666665,124.0125,24.2999999998
36243055,-0.04456, 0.03145, 0.05461,124.0625,24.2916666665,124.075,24.2999999998
36243150,-0.04365, 0.03119, 0.04934,124.125,24.2916666665,124.1375,24.2999999998
36243155,-0.04283, 0.03089, 0.04517,124.1875,24.2916666665,124.2,24.2999999998
36243250,-0.04220, 0.03052, 0.04309,124.25,24.2916666665,124.2625,24.2999999998
36234500,-0.05069, 0.03162, 0.08626,123.625,24.3333333333,123.6375,24.3416666666
36234505,-0.04950, 0.03164, 0.07913,123.6875,24.3333333333,123.7,24.3416666666
36234600,-0.04830, 0.03158, 0.07183,123.75,24.3333333333,123.7625,24.3416666666
36234605,-0.04744, 0.03157, 0.06727,123.8125,24.3333333333,123.825,24.3416666666
